mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
10.497035264968872,0.0,0.00597834587097168,0.0,0.01,3,100,"{""learning_rate"": 0.01, ""max_depth"": 3, ""n_estimators"": 100}",0.4012964789781717,0.4012964789781717,0.0,2,0.7460950143196887,0.7460950143196887,0.0
44.95336675643921,0.0,0.014379262924194336,0.0,0.01,3,500,"{""learning_rate"": 0.01, ""max_depth"": 3, ""n_estimators"": 500}",0.4148827336373649,0.4148827336373649,0.0,1,0.8618631447213712,0.8618631447213712,0.0
90.81700420379639,0.0,0.025546550750732422,0.0,0.01,3,1000,"{""learning_rate"": 0.01, ""max_depth"": 3, ""n_estimators"": 1000}",0.33341072329044247,0.33341072329044247,0.0,4,0.9216026592394582,0.9216026592394582,0.0
25.140583276748657,0.0,0.008187055587768555,0.0,0.01,6,100,"{""learning_rate"": 0.01, ""max_depth"": 6, ""n_estimators"": 100}",0.3060148099906614,0.3060148099906614,0.0,17,0.9349333532201394,0.9349333532201394,0.0
119.59090256690979,0.0,0.028032541275024414,0.0,0.01,6,500,"{""learning_rate"": 0.01, ""max_depth"": 6, ""n_estimators"": 500}",0.2966072188943133,0.2966072188943133,0.0,19,0.9811080658198956,0.9811080658198956,0.0
229.57057809829712,0.0,0.05336499214172363,0.0,0.01,6,1000,"{""learning_rate"": 0.01, ""max_depth"": 6, ""n_estimators"": 1000}",0.29350503727275856,0.29350503727275856,0.0,20,0.9943266934523427,0.9943266934523427,0.0
47.39211654663086,0.0,0.009984493255615234,0.0,0.01,9,100,"{""learning_rate"": 0.01, ""max_depth"": 9, ""n_estimators"": 100}",0.28322019780312674,0.28322019780312674,0.0,23,0.977521870033141,0.977521870033141,0.0
220.10667753219604,0.0,0.03922581672668457,0.0,0.01,9,500,"{""learning_rate"": 0.01, ""max_depth"": 9, ""n_estimators"": 500}",0.2911568658910042,0.2911568658910042,0.0,21,0.9962735138712644,0.9962735138712644,0.0
389.3744947910309,0.0,0.07013177871704102,0.0,0.01,9,1000,"{""learning_rate"": 0.01, ""max_depth"": 9, ""n_estimators"": 1000}",0.28406672489976,0.28406672489976,0.0,22,0.9998386319071921,0.9998386319071921,0.0
10.587091445922852,0.0,0.0043828487396240234,0.0,0.1,3,100,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100}",0.34335896240727376,0.34335896240727376,0.0,3,0.9180625819997438,0.9180625819997438,0.0
