frame_index,seconds,value,normalized_value
0,0.0,0.0041724275797605515,0.0041803019775293725
1,0.023219954648526078,0.0020818968769162893,0.00208582592872345
2,0.046439909297052155,0.0015591367846354842,0.0015620792594858027
3,0.06965986394557823,0.0011294307187199593,0.0011315622324638208
4,0.09287981859410431,0.0009368741302751005,0.0009386422423441727
5,0.11609977324263039,0.0009668272687122226,0.000968651909725649
6,0.13931972789115646,0.0010251171188428998,0.0010270517671499316
7,0.16253968253968254,0.0011566205648705363,0.0011588033925461006
8,0.18575963718820862,0.0010758599964901805,0.0010778904090962664
9,0.2089795918367347,0.0006542046903632581,0.0006554393356280764
10,0.23219954648526078,0.0004748374631162733,0.00047573359827707333
11,0.25541950113378686,0.00038211900391615927,0.00038284015652440516
12,0.2786394557823129,0.0003825034655164927,0.00038322534369840286
13,0.301859410430839,0.00042049100738950074,0.0004212845774124913
14,0.3250793650793651,0.00035552107146941125,0.00035619202723279644
15,0.34829931972789113,0.0003174154262524098,0.00031801446728463664
16,0.37151927437641724,0.00031997181940823793,0.0003205756849835341
17,0.3947392290249433,0.0003645641845650971,0.000365252206908602
18,0.4179591836734694,0.0003435276448726654,0.00034417596608821757
19,0.44117913832199546,0.0003913724503945559,0.0003921110665337824
20,0.46439909297052157,0.0003165580565109849,0.00031715547947549214
21,0.4876190476190476,0.0002591967349871993,0.0002596859030201136
22,0.5108390022675737,0.00027322728419676423,0.00027374293132926246
23,0.5340589569160997,0.00028611961170099676,0.0002866595898285796
24,0.5572789115646258,0.00026511921896599233,0.0002656195641838276
25,0.5804988662131519,0.0004497261834330857,0.00045057492742868764
26,0.603718820861678,0.0003751683689188212,0.00037587640396812363
27,0.626938775510204,0.0004140649689361453,0.0004148464114429856
28,0.6501587301587302,0.00048381200758740306,0.0004847250799224521
29,0.6733786848072563,0.0005157382693141699,0.0005167115943628496
30,0.6965986394557823,0.0003580161719582975,0.00035869183659040406
31,0.7198185941043084,0.000524198345374316,0.0005251876366687312
32,0.7430385487528345,0.0003982535272371024,0.00039900512966191447
33,0.7662585034013606,0.0003396379470359534,0.0003402789274343478
34,0.7894784580498866,0.00044756472925655544,0.00044840939405614506
35,0.8126984126984127,0.0004215560620650649,0.00042235164210836155
36,0.8359183673469388,0.0004137917421758175,0.00041457266903651395
37,0.8591383219954648,0.0004368458758108318,0.00043767031149582477
38,0.8823582766439909,0.0004529405850917101,0.00045379539545437655
39,0.905578231292517,0.0005472953780554235,0.0005483282591351936
40,0.9287981859410431,0.00046784762525931,0.0004687305688757218
41,0.9520181405895691,0.00043626880506053567,0.0004370921516709931
42,0.9752380952380952,0.00041840970516204834,0.0004191993472554817
43,0.9984580498866213,0.0004401964833959937,0.00044102724250215776
44,1.0216780045351475,0.00043743380228988826,0.0004382593475368488
45,1.0448979591836736,0.000311455805785954,0.0003120435995475675
46,1.0681179138321995,0.0003647846169769764,0.00036547305533069576
47,1.0913378684807256,0.0003924488555639982,0.00039318950314470635
48,1.1145578231292517,0.00029322979389689863,0.00029378319068825673
49,1.1377777777777778,0.0003170885902363807,0.00031768701444860375
50,1.1609977324263039,0.0003925733035430312,0.00039331418598770513
51,1.18421768707483,0.0004342183528933674,0.0004350378297959242
52,1.207437641723356,0.00041906224214471877,0.00041985311573604204
53,1.230657596371882,0.00031852477695792913,0.0003191259116079728
54,1.253877551020408,0.00028026875224895775,0.00028079768836472997
55,1.2770975056689342,0.000307741662254557,0.00030832244651319467
56,1.3003174603174603,0.00040899019222706556,0.00040976205738124216
57,1.3235374149659864,0.0003112693957518786,0.0003118568377118782
58,1.3467573696145125,0.00038795851287432015,0.00038869068607320115
59,1.3699773242630386,0.00035000580828636885,0.00035066635539070056
60,1.3931972789115645,0.0004037625330965966,0.0004045245323713526
61,1.4164172335600906,0.0002978253469336778,0.0002983874166646826
62,1.4396371882086167,0.0003029095532838255,0.00030348121816354753
63,1.4628571428571429,0.00038771380786783993,0.00038844551924814645
64,1.486077097505669,0.00035965273855254054,0.0003603314917886053
65,1.509297052154195,0.0003213059389963746,0.00032191232238368967
66,1.5325170068027212,0.0003280333476141095,0.0003286524272772488
67,1.555736961451247,0.0003634345775935799,0.00036412046809070856
68,1.5789569160997732,0.00042976747499778867,0.00043057855199829797
69,1.6021768707482993,0.00038825839874334633,0.0003889911379006707
70,1.6253968253968254,0.0004035691963508725,0.0004043308307516049
71,1.6486167800453515,0.0004209633625578135,0.00042175782403126367
72,1.6718367346938776,0.0005299639306031168,0.0005309641029758956
73,1.6950566893424037,0.0005393776227720082,0.0005403955610988254
74,1.7182766439909296,0.0007578348740935326,0.0007592650950207078
75,1.7414965986394557,0.0005985337193123996,0.0005996632997529996
76,1.7647165532879818,0.0006853968952782452,0.0006866904079108228
77,1.787936507936508,0.0008152678492479026,0.0008168064603347073
78,1.811156462585034,0.0005785697139799595,0.0005796616174289182
79,1.8343764172335602,0.0005593820824287832,0.0005604377740945084
80,1.8575963718820863,0.0004683176230173558,0.00046920145363521374
81,1.8808163265306121,0.00044284603791311383,0.0004436817973807651
82,1.9040362811791383,0.0005643292097374797,0.0005653942378500328
83,1.9272562358276644,0.0005454679485410452,0.0005464973808115512
84,1.9504761904761905,0.0004713846428785473,0.0004722742617177441
85,1.9736961451247166,0.00039947617915458977,0.00040023008902449156
86,1.9969160997732427,0.0003000570577569306,0.00030062333927553174
87,2.020136054421769,0.00028744435985572636,0.00028798683810912675
88,2.043356009070295,0.0002445625723339617,0.0002450241221001614
89,2.066575963718821,0.0002470359031576663,0.00024750212070787125
90,2.089795918367347,0.0002691120025701821,0.00026961988315339
91,2.1130158730158732,0.00025283184368163347,0.000253308999598115
92,2.136235827664399,0.0002803288516588509,0.0002808579011970014
93,2.159455782312925,0.0002960756537504494,0.00029663442137977964
94,2.182675736961451,0.00034527541720308363,0.00034592703689518834
95,2.2058956916099772,0.00045369594590738416,0.0004545521818218206
96,2.2291156462585033,0.00037843227619305253,0.00037914647103870047
