bin_low,bin_high,n,accuracy,confidence
0.0,0.1,0,nan,nan
0.1,0.2,13,0.07692307692307693,0.1855093091726303
0.2,0.30000000000000004,164,0.2073170731707317,0.25727880001068115
0.30000000000000004,0.4,312,0.30128205128205127,0.35074323415756226
0.4,0.5,276,0.4166666666666667,0.44962477684020996
0.5,0.6000000000000001,243,0.5390946502057613,0.5483619570732117
0.6000000000000001,0.7000000000000001,170,0.711764705882353,0.6489229202270508
0.7000000000000001,0.8,185,0.8,0.7490920424461365
0.8,0.9,181,0.861878453038674,0.8501462340354919
0.9,1.0,228,0.9429824561403509,0.9554421901702881
