epoch,max_epochs,model,seed,learning_rate,grad_scaler_scale,epoch_seconds,samples_per_sec,best_epoch,best_val_macro_f1,patience,patience_used,train_accuracy,train_balanced_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_precision,train_weighted_recall,train_weighted_f1,train_micro_precision,train_micro_recall,train_micro_f1,train_cohen_kappa,train_matthews_corrcoef,train_top_2_accuracy,train_top_3_accuracy,train_mean_confidence,train_median_confidence,train_mean_predicted_class_confidence,train_mean_true_class_probability,train_prediction_entropy,train_expected_calibration_error,train_multiclass_brier,train_roc_auc_ovr_macro,train_roc_auc_ovr_weighted,train_loss,val_accuracy,val_balanced_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_precision,val_weighted_recall,val_weighted_f1,val_micro_precision,val_micro_recall,val_micro_f1,val_cohen_kappa,val_matthews_corrcoef,val_top_2_accuracy,val_top_3_accuracy,val_mean_confidence,val_median_confidence,val_mean_predicted_class_confidence,val_mean_true_class_probability,val_prediction_entropy,val_expected_calibration_error,val_multiclass_brier,val_roc_auc_ovr_macro,val_roc_auc_ovr_weighted,val_loss,cuda_memory_allocated_mb,cuda_memory_reserved_mb,cuda_peak_memory_allocated_mb,cuda_peak_memory_reserved_mb
1,40,cnn2d,42,0.0003,32768.0,12.15310012921691,696.1186783659886,1,0.20237488402570616,6,0,0.31867969212551805,0.2389059250179936,0.17218913025616234,0.2389059250179936,0.16993443446420003,0.4600231126896256,0.31867969212551805,0.33765151995440384,0.31867969212551805,0.31867969212551805,0.31867969212551805,0.21600687904067772,0.23032643790632618,0.5071047957371225,0.6336589698046181,0.2235446746988788,0.1788330078125,0.2235446746988788,0.1504410157865713,2.3854299878389025,0.10105322323443974,0.8317615427615799,,,2.2410137965313566,0.31514084507042256,0.2656710421358396,0.22695737294748988,0.2656710421358396,0.20237488402570616,0.5548316401188454,0.31514084507042256,0.35064634623975766,0.31514084507042256,0.31514084507042256,0.31514084507042256,0.2253263082032353,0.24722349105712188,0.5164319248826291,0.6449530516431925,0.2627005778567892,0.22174072265625,0.2627005778567892,0.1768181108532937,2.220341819629134,0.08914961837267094,0.8073716567782833,,,2.0842441314822633,78.91796875,1604.0,1602.95849609375,34024.0
2,40,cnn2d,42,0.00029953760005996916,32768.0,10.400425527244806,813.4282561649334,2,0.25242674209947924,6,0,0.3771462403789224,0.3007383961988442,0.22174718696463452,0.3007383961988442,0.2116707601364717,0.5458015207257201,0.3771462403789224,0.39906021418923404,0.3771462403789224,0.3771462403789224,0.3771462403789224,0.2784679339673338,0.2934565514384039,0.5512137359384252,0.6678507992895204,0.28281977615672643,0.23431396484375,0.28281977615672643,0.19459525929392266,2.1953584934746733,0.09833852294777327,0.7825192781694718,,,2.000774338797326,0.45774647887323944,0.3006774651382278,0.2646522160481967,0.3006774651382278,0.25242674209947924,0.6127137769106503,0.45774647887323944,0.49017961785008396,0.45774647887323944,0.45774647887323944,0.45774647887323944,0.3479421714968213,0.367772973904427,0.6173708920187794,0.7106807511737089,0.3749248522548049,0.32177734375,0.3749248522548049,0.26512814477575775,1.9313041647670273,0.08484352362547684,0.7076724733112467,,,2.00497623228691,78.91796875,4386.0,1602.95849609375,34164.0
3,40,cnn2d,42,0.00029815325108927063,32768.0,8.231282893568277,1027.7863255812088,2,0.25242674209947924,6,1,0.43220840734162225,0.32776359577684944,0.24507264235982368,0.32776359577684944,0.24078981832694565,0.5790085900681464,0.43220840734162225,0.4629753289326406,0.43220840734162225,0.43220840734162225,0.43220840734162225,0.331003100549351,0.34365317079970525,0.6111604499703966,0.7115156897572528,0.31810253226877033,0.2706298828125,0.31810253226877033,0.2238479443137077,2.095400431043489,0.11693871578851203,0.7478715296325393,,,1.951249174566365,0.2875586854460094,0.25676622843692265,0.3291848937644245,0.25676622843692265,0.22673012679407434,0.6616800478766163,0.2875586854460094,0.36168012546898487,0.2875586854460094,0.2875586854460094,0.2875586854460094,0.21085350334022024,0.2400147324637465,0.49765258215962443,0.6977699530516432,0.35658536382684125,0.3291015625,0.35658536382684125,0.20614962122389968,1.9499447241217633,0.06981153891120158,0.8120013032430295,,,2.0352495802400257,78.91796875,4386.0,1602.95849609375,4386.0
4,40,cnn2d,42,0.0002958554880596515,32768.0,8.317912876605988,1017.0820643954604,2,0.25242674209947924,6,2,0.4314683244523387,0.3512210833396352,0.26965567551233216,0.3512210833396352,0.25123188265588037,0.602663186434006,0.4314683244523387,0.4679017779388491,0.4314683244523387,0.4314683244523387,0.4314683244523387,0.3345133867210809,0.348157753435015,0.5966548253404381,0.7131438721136767,0.33438029043627887,0.2841796875,0.33438029043627887,0.2364297601652964,2.0368929184097415,0.09774240027383067,0.7372290428512981,,,1.833308412521954,0.4119718309859155,0.24986710584207333,0.2619158514959784,0.24986710584207333,0.22074876388601003,0.5588131201810816,0.4119718309859155,0.4363640120897668,0.4119718309859155,0.4119718309859155,0.4119718309859155,0.2882386511197662,0.30114835955730723,0.664906103286385,0.7734741784037559,0.4063259715765295,0.3865966796875,0.4063259715765295,0.26431582322422886,1.7748166144933684,0.058558540165144495,0.7332169454990617,,,2.0547668956255127,78.91796875,4386.0,1602.95849609375,4386.0
5,40,cnn2d,42,0.00029265847744427303,32768.0,8.156299520283937,1037.23508178688,2,0.25242674209947924,6,3,0.47661338069863823,0.38081738644320196,0.2750458022517565,0.38081738644320196,0.2823486711791795,0.6234677218400531,0.47661338069863823,0.5118626732606473,0.47661338069863823,0.47661338069863823,0.47661338069863823,0.38033295914314746,0.3921830767843358,0.6455002960331557,0.7368265245707519,0.368592356562685,0.323974609375,0.368592356562685,0.26991226819226416,1.9334040190569635,0.10826877844693605,0.6963141744000424,,,1.8054856147336988,0.2981220657276995,0.2131027209410754,0.23249410392575742,0.2131027209410754,0.1813018937545528,0.6318742398803076,0.2981220657276995,0.3422831894108245,0.2981220657276995,0.2981220657276995,0.2981220657276995,0.20625992426304862,0.23179866756160533,0.45481220657276994,0.5880281690140845,0.390461308295738,0.3563232421875,0.390461308295738,0.2095710136730906,1.7582662245074387,0.10339806785046217,0.8441228270566828,,,2.2936750045964414,78.91796875,4386.0,1602.95849609375,4386.0
6,40,cnn2d,42,0.000288581929876693,32768.0,7.855887316167355,1076.8993570706375,6,0.33561436284552754,6,0,0.47143280047365305,0.3982848153165498,0.27986317094718405,0.3982848153165498,0.28034679378766114,0.643422835831061,0.47143280047365305,0.5112929863953137,0.47143280047365305,0.47143280047365305,0.47143280047365305,0.3796133678837219,0.3933780718397322,0.6440201302545885,0.7448194197750148,0.38324131804715256,0.3375244140625,0.38324131804715256,0.278722204960543,1.8965803237377876,0.08902982143765727,0.690985942335132,,,1.6971119425577692,0.5539906103286385,0.3333068044994623,0.37710667872344417,0.3333068044994623,0.33561436284552754,0.6568635832065592,0.5539906103286385,0.5782416849228101,0.5539906103286385,0.5539906103286385,0.5539906103286385,0.43613108175890314,0.4461375916286302,0.7065727699530516,0.7928403755868545,0.46285960595932363,0.41455078125,0.46285960595932363,0.36763435164947467,1.637636817010875,0.09143030587496333,0.5883774489105933,,,1.790812629489272,78.91796875,4386.0,1602.95849609375,4386.0
7,40,cnn2d,42,0.0002836509786282552,32768.0,8.468882523477077,998.9511575520792,6,0.33561436284552754,6,1,0.5069567791592658,0.40922603404468894,0.2926719114119827,0.40922603404468894,0.3024671931071158,0.6526362203930676,0.5069567791592658,0.5441697514280687,0.5069567791592658,0.5069567791592658,0.5069567791592658,0.41385141268298264,0.42534796284305165,0.670219064535228,0.7609532267613973,0.40603601558452673,0.35791015625,0.40603601558452673,0.30361378436401937,1.8390892214135353,0.10093362829683801,0.6605418778288091,,,1.6574751185975602,0.34800469483568075,0.2759501076232963,0.2606545357968004,0.2759501076232963,0.2043001642801034,0.6966120877215279,0.34800469483568075,0.416185270755124,0.34800469483568075,0.34800469483568075,0.34800469483568075,0.2635331536589465,0.29441735443457545,0.5428403755868545,0.6696009389671361,0.44828645947953344,0.4061279296875,0.44828645947953344,0.2373101732610537,1.6669482918910323,0.12083800409881161,0.8329497784360705,,,2.27793279723942,78.91796875,4386.0,1602.95849609375,4386.0
8,40,cnn2d,42,0.00027789602465311383,32768.0,7.914063397794962,1068.9830968952242,8,0.33593032524751953,6,0,0.5306394316163411,0.4314805574599404,0.3021210473396407,0.4314805574599404,0.3165250023372799,0.6696430382353249,0.5306394316163411,0.5683223598947998,0.5306394316163411,0.5306394316163411,0.5306394316163411,0.4398157898108609,0.4505787116633423,0.687092954410894,0.7636175251628182,0.43146384348171996,0.385498046875,0.43146384348171996,0.32649788648648825,1.763012007457347,0.09953117483533155,0.6381210592020999,,,1.583622748432532,0.5381455399061033,0.37649532583688083,0.4039055676735037,0.37649532583688083,0.33593032524751953,0.6878119795097105,0.5381455399061033,0.5762466709053631,0.5381455399061033,0.5381455399061033,0.5381455399061033,0.42903344058264603,0.441317200466975,0.6983568075117371,0.7705399061032864,0.5119062253566975,0.4830322265625,0.5119062253566975,0.378987790028534,1.522027105345897,0.03391326761021861,0.6087081148619041,,,1.928850660861378,78.91796875,4386.0,1602.95849609375,4386.0
9,40,cnn2d,42,0.0002713525491562421,16384.0,8.008259773254395,1056.4092873528286,8,0.33593032524751953,6,1,0.5155417406749556,0.43940255589164656,0.3085698211135405,0.43940255589164656,0.318626489823013,0.68385896105023,0.5155417406749556,0.5586892454897546,0.5155417406749556,0.5155417406749556,0.5155417406749556,0.4281534718947225,0.441356630976002,0.6819123741859088,0.7677619893428064,0.4470553446126591,0.3966064453125,0.4470553446126591,0.3317020116401467,1.7172694666855108,0.06979483948295957,0.6425230962645737,,,1.5364287366099156,0.45481220657276994,0.29125119384834625,0.30723032701657793,0.29125119384834625,0.2296507557696012,0.6924716294214623,0.45481220657276994,0.470853372945886,0.45481220657276994,0.45481220657276994,0.45481220657276994,0.3475225479584627,0.3706075458697539,0.6660798122065728,0.7681924882629108,0.47152989347216107,0.4249267578125,0.47152989347216107,0.3297730618519402,1.6160853260227088,0.039803303463358274,0.6744014859578589,,,1.920325241738082,78.91796875,4386.0,1602.95849609375,4386.0
10,40,cnn2d,42,0.00026406089484000466,16384.0,8.096055958420038,1044.9532517375271,8,0.33593032524751953,6,2,0.5210183540556542,0.4724311103622219,0.3172143449960443,0.4724311103622219,0.33503346764647435,0.6811813265918023,0.5210183540556542,0.5638802442720319,0.5210183540556542,0.5210183540556542,0.5210183540556542,0.4333773769375814,0.4456530722113959,0.6862048549437537,0.7664298401420959,0.44688865431248614,0.396728515625,0.44688865431248614,0.3365919543148993,1.7126922214058906,0.07542421240436742,0.6332154787102692,,,1.5307619684613478,0.23884976525821597,0.19750828270699833,0.30114312397738324,0.19750828270699833,0.17792503399848558,0.6988515936134618,0.23884976525821597,0.31839267360667384,0.23884976525821597,0.23884976525821597,0.23884976525821597,0.17445900268906478,0.2064614499884485,0.5205399061032864,0.6091549295774648,0.5136968764900601,0.474853515625,0.5136968764900601,0.19369590957539742,1.4768318209915334,0.2748471112318442,0.9873742177806705,,,2.6257545796918196,78.91796875,4386.0,1602.95849609375,4386.0
