mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__gamma,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
193.65553331375122,0.0,10.665830135345459,0.0,0.1,scale,"{""svm__C"": 0.1, ""svm__gamma"": ""scale""}",0.38205675426452634,0.38205675426452634,0.0,10
192.96882677078247,0.0,10.66697096824646,0.0,0.1,auto,"{""svm__C"": 0.1, ""svm__gamma"": ""auto""}",0.38205675426452634,0.38205675426452634,0.0,10
197.41600489616394,0.0,11.304545879364014,0.0,0.1,0.001,"{""svm__C"": 0.1, ""svm__gamma"": 0.001}",0.3711337420422437,0.3711337420422437,0.0,12
289.93304085731506,0.0,7.193312883377075,0.0,0.1,0.01,"{""svm__C"": 0.1, ""svm__gamma"": 0.01}",0.07891410024482928,0.07891410024482928,0.0,16
102.10176396369934,0.0,10.254541397094727,0.0,1.0,scale,"{""svm__C"": 1, ""svm__gamma"": ""scale""}",0.4237976449221996,0.4237976449221996,0.0,2
103.33147406578064,0.0,10.790202617645264,0.0,1.0,auto,"{""svm__C"": 1, ""svm__gamma"": ""auto""}",0.4237976449221996,0.4237976449221996,0.0,2
109.20146489143372,0.0,9.039875030517578,0.0,1.0,0.001,"{""svm__C"": 1, ""svm__gamma"": 0.001}",0.42146611841893133,0.42146611841893133,0.0,4
260.082848072052,0.0,7.933166980743408,0.0,1.0,0.01,"{""svm__C"": 1, ""svm__gamma"": 0.01}",0.2194301334148399,0.2194301334148399,0.0,13
68.16201043128967,0.0,8.009748220443726,0.0,10.0,scale,"{""svm__C"": 10, ""svm__gamma"": ""scale""}",0.41662086030596723,0.41662086030596723,0.0,5
68.78003001213074,0.0,7.668374300003052,0.0,10.0,auto,"{""svm__C"": 10, ""svm__gamma"": ""auto""}",0.41662086030596723,0.41662086030596723,0.0,5
63.70864129066467,0.0,7.96570897102356,0.0,10.0,0.001,"{""svm__C"": 10, ""svm__gamma"": 0.001}",0.42933886457425285,0.42933886457425285,0.0,1
174.50286626815796,0.0,5.936952590942383,0.0,10.0,0.01,"{""svm__C"": 10, ""svm__gamma"": 0.01}",0.20689364605547472,0.20689364605547472,0.0,14
62.49934005737305,0.0,6.957795143127441,0.0,100.0,scale,"{""svm__C"": 100, ""svm__gamma"": ""scale""}",0.40017699833131043,0.40017699833131043,0.0,8
62.28177261352539,0.0,6.798771381378174,0.0,100.0,auto,"{""svm__C"": 100, ""svm__gamma"": ""auto""}",0.40017699833131043,0.40017699833131043,0.0,8
51.126869916915894,0.0,6.522798538208008,0.0,100.0,0.001,"{""svm__C"": 100, ""svm__gamma"": 0.001}",0.40033273176505185,0.40033273176505185,0.0,7
164.36826848983765,0.0,7.1675474643707275,0.0,100.0,0.01,"{""svm__C"": 100, ""svm__gamma"": 0.01}",0.20689364605547472,0.20689364605547472,0.0,14
