epoch,max_epochs,model,seed,learning_rate,grad_scaler_scale,epoch_seconds,samples_per_sec,best_epoch,best_val_macro_f1,patience,patience_used,train_accuracy,train_balanced_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_precision,train_weighted_recall,train_weighted_f1,train_micro_precision,train_micro_recall,train_micro_f1,train_cohen_kappa,train_matthews_corrcoef,train_top_2_accuracy,train_top_3_accuracy,train_mean_confidence,train_median_confidence,train_mean_predicted_class_confidence,train_mean_true_class_probability,train_prediction_entropy,train_expected_calibration_error,train_multiclass_brier,train_roc_auc_ovr_macro,train_roc_auc_ovr_weighted,train_loss,train_grad_norm_mean,train_grad_norm_max,train_grad_norm_last,val_accuracy,val_balanced_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_precision,val_weighted_recall,val_weighted_f1,val_micro_precision,val_micro_recall,val_micro_f1,val_cohen_kappa,val_matthews_corrcoef,val_top_2_accuracy,val_top_3_accuracy,val_mean_confidence,val_median_confidence,val_mean_predicted_class_confidence,val_mean_true_class_probability,val_prediction_entropy,val_expected_calibration_error,val_multiclass_brier,val_roc_auc_ovr_macro,val_roc_auc_ovr_weighted,val_loss,cuda_memory_allocated_mb,cuda_memory_reserved_mb,cuda_peak_memory_allocated_mb,cuda_peak_memory_reserved_mb
1,50,transformer,44,5e-06,16384.0,24.2713830449502,626.9111229393159,1,0.13805760097561792,10,0,0.158303730017762,0.13708290010505902,0.10784381465909297,0.13708290010505902,0.08221338819259111,0.3890929880676459,0.158303730017762,0.17619699588015517,0.158303730017762,0.158303730017762,0.158303730017762,0.0724060271018141,0.08015413818696922,0.2941829484902309,0.39298401420959145,0.12505108396847478,0.1126708984375,0.12505108396847478,0.08696997638564621,2.6616530801867264,0.033402487538565256,0.9035010099568288,,,2.6043622930632884,,,9.504989624023438,0.3474178403755869,0.18318285700456016,0.15619210970923866,0.18318285700456016,0.13805760097561792,0.4511072517557066,0.3474178403755869,0.30828656036979324,0.3474178403755869,0.3474178403755869,0.3474178403755869,0.1993980004047694,0.22158803943992836,0.6050469483568075,0.7112676056338029,0.1542915380057035,0.1365966796875,0.1542915380057035,0.11966405787938078,2.57137553264586,0.21848555014167034,0.8518428203413547,,,2.400876631759142,82.03466796875,4186.0,3950.07177734375,4186.0
2,50,transformer,44,0.000104,16384.0,23.43351923901355,649.3262853437514,2,0.20365738196963312,10,0,0.30099171107164,0.2215418271820963,0.17422514529974686,0.2215418271820963,0.16301538813573083,0.519373072484547,0.30099171107164,0.3447716484311331,0.30099171107164,0.30099171107164,0.30099171107164,0.201250152322884,0.2149565320267625,0.5220544701006513,0.6366933096506808,0.26436750503458734,0.2305908203125,0.26436750503458734,0.16921075555683948,2.241261826218234,0.045315735152376115,0.81722803520485,,,2.3311314345676566,8.14229908338957,26.290252685546875,11.626789093017578,0.39436619718309857,0.2700689424238386,0.22614947243651742,0.2700689424238386,0.20365738196963312,0.5859067013964309,0.39436619718309857,0.40642406211746,0.39436619718309857,0.39436619718309857,0.39436619718309857,0.29003841038961875,0.32275083996215265,0.5915492957746479,0.7136150234741784,0.3121326428623826,0.26708984375,0.3121326428623826,0.22912255447235466,2.09296214692377,0.087839619094777,0.731595227149849,,,2.080115864534333,82.03466796875,4186.0,3950.07177734375,4186.0
3,50,transformer,44,0.00020299999999999997,16384.0,23.57552975101862,645.414977338635,3,0.26446799048227054,10,0,0.3437685020722321,0.26861177737165765,0.19905552970671334,0.26861177737165765,0.19568831673225084,0.5455664847292155,0.3437685020722321,0.3885195718382845,0.3437685020722321,0.3437685020722321,0.3437685020722321,0.24265606963754305,0.2562478933755694,0.5585405565423327,0.6536412078152753,0.3259683296199096,0.2852783203125,0.3259683296199096,0.20347438982917826,2.054376525537514,0.04997827542329272,0.7923420902765553,,,2.1935499318610145,7.226588644316292,20.647371292114258,10.30296516418457,0.45011737089201875,0.3378672060700645,0.2771710282802964,0.3378672060700645,0.26446799048227054,0.6506454422952244,0.45011737089201875,0.508653331730642,0.45011737089201875,0.45011737089201875,0.45011737089201875,0.352307300379858,0.37352213548653246,0.6291079812206573,0.7341549295774648,0.35039029546746625,0.32861328125,0.35039029546746625,0.24540153887350236,1.976744245450973,0.10673952774262767,0.7226924793097685,,,1.9663762990297846,82.03466796875,4186.0,3950.07177734375,4186.0
4,50,transformer,44,0.00030199999999999997,16384.0,23.75950154697057,640.4174755063455,3,0.26446799048227054,10,1,0.34961515689757255,0.29514460417157595,0.2193514200548549,0.29514460417157595,0.21524750484138633,0.5719968447319485,0.34961515689757255,0.39733542056126864,0.34961515689757255,0.34961515689757255,0.34961515689757255,0.25538439893614495,0.27079620672453764,0.5715660153937241,0.677619893428064,0.3543550435998441,0.3154296875,0.3543550435998441,0.22124272895466301,1.9627894712616583,0.038369760914198955,0.7794317367418532,,,2.0995215077312688,6.91096730886058,19.35112762451172,6.764420032501221,0.3573943661971831,0.3403184407127114,0.27089863706667755,0.3403184407127114,0.23340719773609536,0.6926323815590406,0.3573943661971831,0.4020298666676063,0.3573943661971831,0.3573943661971831,0.3573943661971831,0.2804439784211864,0.3108902952258097,0.6379107981220657,0.7394366197183099,0.4099743623688747,0.35205078125,0.4099743623688747,0.2481936322691295,1.7904027824383102,0.09387457762525678,0.7756696911234613,,,1.9212107585629388,82.03466796875,4186.0,3950.07177734375,4186.0
5,50,transformer,44,0.00040099999999999994,16384.0,24.035319252987392,633.0683541101197,3,0.26446799048227054,10,2,0.40008880994671403,0.3221840988513275,0.23379735731110896,0.3221840988513275,0.238030711494584,0.5890688311610018,0.40008880994671403,0.4453047425531965,0.40008880994671403,0.40008880994671403,0.40008880994671403,0.2999385300155626,0.3136507323290478,0.6033895796329188,0.7001924215512138,0.38397394770909654,0.337890625,0.38397394770909654,0.24567666221046108,1.8801620893039162,0.05290681106088568,0.7540769632459189,,,2.0060503206851568,,,5.601303577423096,0.43720657276995306,0.3128684562260985,0.2795686011786177,0.3128684562260985,0.24333427701986812,0.645865922280386,0.43720657276995306,0.45222461267717373,0.43720657276995306,0.43720657276995306,0.43720657276995306,0.3337309956875516,0.3643254277686456,0.7118544600938967,0.795774647887324,0.4784583866316388,0.45947265625,0.4784583866316388,0.29658246544045463,1.6421991677121912,0.1016168728680678,0.7335032777089486,,,1.9078068744408692,82.03466796875,4186.0,3950.07177734375,4186.0
6,50,transformer,44,0.0005,16384.0,23.505931151972618,647.3259834560126,3,0.26446799048227054,10,3,0.41096802841918295,0.33763002406330284,0.24251612587617918,0.33763002406330284,0.2489398803850872,0.5977807027411086,0.41096802841918295,0.4555644214859631,0.41096802841918295,0.41096802841918295,0.41096802841918295,0.31226513915723153,0.3261185794576787,0.6208555358200119,0.7209887507400828,0.39803314208984375,0.351806640625,0.39803314208984375,0.25892965585575645,1.8377504664254172,0.04811867261652837,0.7409225579775959,,,1.9939099339919375,6.878368830286301,22.38576889038086,8.171618461608887,0.37734741784037557,0.32914347724532633,0.28324230546054496,0.32914347724532633,0.2401495899020497,0.6399421310722885,0.37734741784037557,0.4260171475967654,0.37734741784037557,0.37734741784037557,0.37734741784037557,0.28976905779919004,0.3131046633593618,0.5921361502347418,0.7347417840375586,0.40757468496689775,0.382080078125,0.40757468496689775,0.24992560612763598,1.8114776967353055,0.04966696439214715,0.7596865949725015,,,1.9154156843821208,82.03466796875,4186.0,3950.07177734375,4186.0
7,50,transformer,44,0.0004993910125649561,16384.0,23.459051802987233,648.6195660330321,7,0.314476294221577,10,0,0.4171847246891652,0.3442803147141385,0.24789160669174565,0.3442803147141385,0.2539125862117429,0.6161102975579404,0.4171847246891652,0.4662649001673543,0.4171847246891652,0.4171847246891652,0.4171847246891652,0.3207893767008191,0.3353321512525246,0.6147868561278863,0.7154381290704559,0.41065768506697753,0.362548828125,0.41065768506697753,0.26775973737063385,1.7857504218221223,0.033287974346876865,0.7346273969200307,,,1.8916903747617315,6.973656757503536,19.778404235839844,13.384786605834961,0.5821596244131455,0.3802791192754179,0.31967223412743795,0.3802791192754179,0.314476294221577,0.6426719584566899,0.5821596244131455,0.5819860520494587,0.5821596244131455,0.5821596244131455,0.5821596244131455,0.46266316664533413,0.471946847874588,0.6936619718309859,0.7623239436619719,0.4591664775436473,0.4395751953125,0.4591664775436473,0.35510293198443355,1.711118345974446,0.12537251503814556,0.5940245161527372,,,1.848872571484024,82.03466796875,4186.0,3950.07177734375,4186.0
8,50,transformer,44,0.0004975670171853926,16384.0,23.42024589999346,649.6942886498151,8,0.3161888656685211,10,0,0.43590882178804025,0.37509745213396806,0.26536381628332883,0.37509745213396806,0.27898641711958416,0.615248745645123,0.43590882178804025,0.48215145079553967,0.43590882178804025,0.43590882178804025,0.43590882178804025,0.3371787237439876,0.35033073858334757,0.6323268206039077,0.7311278863232682,0.4178101362879986,0.373291015625,0.4178101362879986,0.27801923103555554,1.764405309323741,0.049054441118889694,0.7212676018760762,,,1.8396097785837908,6.889942643772062,23.9099178314209,6.643498420715332,0.590962441314554,0.3792177202882667,0.2989738013686961,0.3792177202882667,0.3161888656685211,0.6367237187446555,0.590962441314554,0.5867725733555593,0.590962441314554,0.590962441314554,0.590962441314554,0.48110834315612694,0.4907889774961385,0.7400234741784038,0.8286384976525821,0.4678708645099765,0.433837890625,0.4678708645099765,0.36786787526708253,1.6521833754495145,0.12818242462588028,0.58024705251584,,,1.7322660096934144,82.03466796875,4186.0,3950.07177734375,4186.0
9,50,transformer,44,0.0004945369001834515,16384.0,23.452345051977318,648.8050540906188,8,0.3161888656685211,10,1,0.45507696862048547,0.3965232746216479,0.27930247083101667,0.3965232746216479,0.29509185393932935,0.6298404606829617,0.45507696862048547,0.5006894318923584,0.45507696862048547,0.45507696862048547,0.45507696862048547,0.3573629307806677,0.3705865941444617,0.6432800473653049,0.7391207815275311,0.42945189670813444,0.38623046875,0.42945189670813444,0.29022845389435037,1.7312371437019385,0.04798334459357884,0.7059545841856711,,,1.8040599019799872,6.933735849727694,28.83700942993164,10.440805435180664,0.49471830985915494,0.3706484506171371,0.2727139944105314,0.3706484506171371,0.27500225002680256,0.6816587228382516,0.49471830985915494,0.5341978869700428,0.49471830985915494,0.49471830985915494,0.49471830985915494,0.4010483686599825,0.41914895158603893,0.664906103286385,0.7693661971830986,0.4749306692204005,0.4320068359375,0.4749306692204005,0.3347387240386345,1.625046393770251,0.049070188137287245,0.6549760837397566,,,1.821710857427176,82.03466796875,4186.0,3950.07177734375,4186.0
10,50,transformer,44,0.0004903154239845798,16384.0,23.580088456976227,645.290200151828,8,0.3161888656685211,10,2,0.44678804026050917,0.4070613053074732,0.2874106810495466,0.4070613053074732,0.3023234664823574,0.6383000776792455,0.44678804026050917,0.4955217378447903,0.44678804026050917,0.44678804026050917,0.44678804026050917,0.35206825028386013,0.36647764763896695,0.6436500888099467,0.7448934280639432,0.4475146892721516,0.40625,0.4475146892721516,0.2992867472928399,1.660366950208731,0.034051248065955254,0.7066933582070939,,,1.7212219949725678,,,9.40503978729248,0.5498826291079812,0.39452155179284665,0.27725461683477315,0.39452155179284665,0.29674517936655487,0.6493704723407555,0.5498826291079812,0.5675930730885295,0.5498826291079812,0.5498826291079812,0.5498826291079812,0.4477005694697288,0.45855094524879647,0.7018779342723005,0.8145539906103286,0.5165876648235769,0.4713134765625,0.5165876648235769,0.391997496147111,1.4823047722105491,0.05069714756638791,0.5917458754473843,,,1.7774282839376603,82.03466796875,4186.0,3950.07177734375,4186.0
