mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
8.309497594833374,0.0,0.00535130500793457,0.0,0.01,3,100,"{""learning_rate"": 0.01, ""max_depth"": 3, ""n_estimators"": 100}",0.38899777594927964,0.38899777594927964,0.0,2,0.7527498652333622,0.7527498652333622,0.0
45.584980487823486,0.0,0.016330957412719727,0.0,0.01,3,500,"{""learning_rate"": 0.01, ""max_depth"": 3, ""n_estimators"": 500}",0.4277784545802347,0.4277784545802347,0.0,1,0.8620204772461719,0.8620204772461719,0.0
92.96876764297485,0.0,0.02638411521911621,0.0,0.01,3,1000,"{""learning_rate"": 0.01, ""max_depth"": 3, ""n_estimators"": 1000}",0.3251254242561596,0.3251254242561596,0.0,10,0.9208496309333702,0.9208496309333702,0.0
25.818706274032593,0.0,0.00762176513671875,0.0,0.01,6,100,"{""learning_rate"": 0.01, ""max_depth"": 6, ""n_estimators"": 100}",0.29901776951332526,0.29901776951332526,0.0,21,0.9353846188869529,0.9353846188869529,0.0
120.48436689376831,0.0,0.02658987045288086,0.0,0.01,6,500,"{""learning_rate"": 0.01, ""max_depth"": 6, ""n_estimators"": 500}",0.29960522130270006,0.29960522130270006,0.0,20,0.981009772285874,0.981009772285874,0.0
231.97695755958557,0.0,0.05711030960083008,0.0,0.01,6,1000,"{""learning_rate"": 0.01, ""max_depth"": 6, ""n_estimators"": 1000}",0.29485395223686783,0.29485395223686783,0.0,22,0.9943274006345053,0.9943274006345053,0.0
48.996323108673096,0.0,0.008993148803710938,0.0,0.01,9,100,"{""learning_rate"": 0.01, ""max_depth"": 9, ""n_estimators"": 100}",0.2902484560461399,0.2902484560461399,0.0,25,0.9751524681104891,0.9751524681104891,0.0
220.31581854820251,0.0,0.041860342025756836,0.0,0.01,9,500,"{""learning_rate"": 0.01, ""max_depth"": 9, ""n_estimators"": 500}",0.2898589691410498,0.2898589691410498,0.0,26,0.9963052410043626,0.9963052410043626,0.0
379.79543113708496,0.0,0.06891846656799316,0.0,0.01,9,1000,"{""learning_rate"": 0.01, ""max_depth"": 9, ""n_estimators"": 1000}",0.2796129693429124,0.2796129693429124,0.0,27,0.9998386332161447,0.9998386332161447,0.0
11.19399118423462,0.0,0.00587916374206543,0.0,0.1,3,100,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100}",0.35818098353710864,0.35818098353710864,0.0,3,0.9189909505262961,0.9189909505262961,0.0
