run_id,class,precision,recall,f1_score,support
ablation_fma_full60_crop15__cnn2d_seed42_15s,8,0.08974358974358974,0.47297297297297297,0.15086206896551724,74.0
ablation_fma_full60_crop15__cnn2d_seed42_15s,9,0.0,0.0,0.0,2.0
ablation_fma_full60_crop15__cnn2d_seed42_15s,10,0.8571428571428571,0.15384615384615385,0.2608695652173913,39.0
ablation_fma_full60_crop15__cnn2d_seed42_15s,11,0.7903225806451613,0.9607843137254902,0.8672566371681416,51.0
ablation_fma_full60_crop15__cnn2d_seed42_15s,12,0.0,0.0,0.0,19.0
ablation_fma_full60_crop15__cnn2d_seed42_15s,13,0.7225433526011561,0.819672131147541,0.7680491551459293,610.0
ablation_fma_full60_crop15__cnn2d_seed42_15s,14,0.5,0.11904761904761904,0.19230769230769232,42.0
ablation_fma_full60_crop15__cnn2d_seed42_15s,15,0.36363636363636365,0.6666666666666666,0.47058823529411764,12.0
ablation_fma_full60_crop15__cnn2d_seed42_15s,macro avg,0.38988859264262976,0.3338595681853713,0.3219521912217077,1772.0
ablation_fma_full60_crop15__cnn2d_seed42_15s,weighted avg,0.6496481199089766,0.5445823927765236,0.5621461332607846,1772.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,0,0.0,0.0,0.0,8.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,1,0.5,0.7258064516129032,0.5921052631578947,62.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,2,0.6666666666666666,0.1111111111111111,0.19047619047619047,18.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,3,0.0,0.0,0.0,6.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,4,0.8440111420612814,0.5695488721804511,0.6801346801346801,532.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,5,0.25,0.392,0.3052959501557632,125.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,6,0.3559322033898305,0.40384615384615385,0.3783783783783784,52.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,7,0.6446280991735537,0.65,0.6473029045643154,120.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,8,0.1050228310502283,0.3108108108108108,0.15699658703071673,74.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,9,0.0,0.0,0.0,2.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,10,0.5238095238095238,0.28205128205128205,0.36666666666666664,39.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,11,0.9583333333333334,0.9019607843137255,0.9292929292929293,51.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,12,0.015384615384615385,0.10526315789473684,0.026845637583892617,19.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,13,0.8688524590163934,0.6950819672131148,0.7723132969034608,610.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,14,0.6666666666666666,0.047619047619047616,0.08888888888888889,42.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,15,0.28125,0.75,0.4090909090909091,12.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,macro avg,0.4175348462845058,0.3715687274158336,0.3464867676452929,1772.0
ablation_fma_full60_crop15__cnn2d_seed43_15s,weighted avg,0.7098591098602118,0.5727990970654627,0.6157223785952124,1772.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,0,0.0,0.0,0.0,8.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,1,0.38524590163934425,0.7580645161290323,0.5108695652173914,62.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,2,0.08928571428571429,0.2777777777777778,0.13513513513513514,18.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,3,0.0,0.0,0.0,6.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,4,0.7907692307692308,0.4830827067669173,0.5997666277712952,532.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,5,0.23809523809523808,0.28,0.25735294117647056,125.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,6,0.22608695652173913,0.5,0.31137724550898205,52.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,7,0.9444444444444444,0.425,0.5862068965517241,120.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,8,0.06181818181818182,0.22972972972972974,0.09742120343839542,74.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,9,0.0,0.0,0.0,2.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,10,0.26785714285714285,0.38461538461538464,0.3157894736842105,39.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,11,0.9787234042553191,0.9019607843137255,0.9387755102040817,51.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,12,0.012345679012345678,0.05263157894736842,0.02,19.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,13,0.8938271604938272,0.5934426229508196,0.7133004926108374,610.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,14,0.16981132075471697,0.21428571428571427,0.18947368421052632,42.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,15,0.2857142857142857,0.8333333333333334,0.425531914893617,12.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,macro avg,0.3340015412913456,0.3708702593031127,0.31881254315016666,1772.0
ablation_fma_full60_crop15__cnn2d_seed44_15s,weighted avg,0.6896157052528867,0.4971783295711061,0.5574762083559156,1772.0
ablation_fma_full60_crop15__lstm_seed42_15s,0,0.0,0.0,0.0,8.0
ablation_fma_full60_crop15__lstm_seed42_15s,1,0.449438202247191,0.6451612903225806,0.5298013245033113,62.0
ablation_fma_full60_crop15__lstm_seed42_15s,2,0.10666666666666667,0.4444444444444444,0.17204301075268819,18.0
ablation_fma_full60_crop15__lstm_seed42_15s,3,0.0,0.0,0.0,6.0
ablation_fma_full60_crop15__lstm_seed42_15s,4,0.7549295774647887,0.5037593984962406,0.6042841037204059,532.0
ablation_fma_full60_crop15__lstm_seed42_15s,5,0.18497109826589594,0.256,0.21476510067114093,125.0
ablation_fma_full60_crop15__lstm_seed42_15s,6,0.20454545454545456,0.34615384615384615,0.2571428571428571,52.0
ablation_fma_full60_crop15__lstm_seed42_15s,7,0.4292929292929293,0.7083333333333334,0.5345911949685535,120.0
ablation_fma_full60_crop15__lstm_seed42_15s,8,0.02962962962962963,0.05405405405405406,0.03827751196172249,74.0
ablation_fma_full60_crop15__lstm_seed42_15s,9,0.0,0.0,0.0,2.0
ablation_fma_full60_crop15__lstm_seed42_15s,10,0.3137254901960784,0.41025641025641024,0.35555555555555557,39.0
ablation_fma_full60_crop15__lstm_seed42_15s,11,0.8596491228070176,0.9607843137254902,0.9074074074074074,51.0
ablation_fma_full60_crop15__lstm_seed42_15s,12,0.030303030303030304,0.05263157894736842,0.038461538461538464,19.0
ablation_fma_full60_crop15__lstm_seed42_15s,13,0.8277310924369747,0.6459016393442623,0.7255985267034991,610.0
ablation_fma_full60_crop15__lstm_seed42_15s,14,0.2,0.14285714285714285,0.16666666666666666,42.0
ablation_fma_full60_crop15__lstm_seed42_15s,15,0.16666666666666666,0.08333333333333333,0.1111111111111111,12.0
ablation_fma_full60_crop15__lstm_seed42_15s,macro avg,0.2848468100326452,0.32835442407928167,0.29098161935165356,1772.0
ablation_fma_full60_crop15__lstm_seed42_15s,weighted avg,0.6155995045829883,0.5203160270880361,0.5510427727011321,1772.0
ablation_fma_full60_crop15__lstm_seed43_15s,0,0.0,0.0,0.0,8.0
ablation_fma_full60_crop15__lstm_seed43_15s,1,0.4945054945054945,0.7258064516129032,0.5882352941176471,62.0
ablation_fma_full60_crop15__lstm_seed43_15s,2,0.09523809523809523,0.1111111111111111,0.10256410256410256,18.0
ablation_fma_full60_crop15__lstm_seed43_15s,3,0.0,0.0,0.0,6.0
ablation_fma_full60_crop15__lstm_seed43_15s,4,0.7286995515695067,0.6109022556390977,0.6646216768916156,532.0
ablation_fma_full60_crop15__lstm_seed43_15s,5,0.27906976744186046,0.288,0.28346456692913385,125.0
ablation_fma_full60_crop15__lstm_seed43_15s,6,0.19047619047619047,0.3076923076923077,0.23529411764705882,52.0
ablation_fma_full60_crop15__lstm_seed43_15s,7,0.4911242603550296,0.6916666666666667,0.5743944636678201,120.0
ablation_fma_full60_crop15__lstm_seed43_15s,8,0.03389830508474576,0.02702702702702703,0.03007518796992481,74.0
ablation_fma_full60_crop15__lstm_seed43_15s,9,0.0,0.0,0.0,2.0
ablation_fma_full60_crop15__lstm_seed43_15s,10,0.3191489361702128,0.38461538461538464,0.3488372093023256,39.0
ablation_fma_full60_crop15__lstm_seed43_15s,11,0.8928571428571429,0.9803921568627451,0.9345794392523364,51.0
ablation_fma_full60_crop15__lstm_seed43_15s,12,0.0,0.0,0.0,19.0
ablation_fma_full60_crop15__lstm_seed43_15s,13,0.762987012987013,0.7704918032786885,0.766721044045677,610.0
ablation_fma_full60_crop15__lstm_seed43_15s,14,0.15384615384615385,0.047619047619047616,0.07272727272727272,42.0
ablation_fma_full60_crop15__lstm_seed43_15s,15,0.09090909090909091,0.08333333333333333,0.08695652173913043,12.0
ablation_fma_full60_crop15__lstm_seed43_15s,macro avg,0.2832975000900335,0.3142910965911445,0.2930294310533778,1772.0
ablation_fma_full60_crop15__lstm_seed43_15s,weighted avg,0.5966313232129521,0.5908577878103838,0.5890422132445976,1772.0
ablation_fma_full60_crop15__lstm_seed44_15s,0,0.0,0.0,0.0,8.0
ablation_fma_full60_crop15__lstm_seed44_15s,1,0.3684210526315789,0.6774193548387096,0.4772727272727273,62.0
ablation_fma_full60_crop15__lstm_seed44_15s,2,0.07142857142857142,0.16666666666666666,0.1,18.0
ablation_fma_full60_crop15__lstm_seed44_15s,3,0.0,0.0,0.0,6.0
ablation_fma_full60_crop15__lstm_seed44_15s,4,0.7753424657534247,0.5319548872180451,0.6309921962095875,532.0
ablation_fma_full60_crop15__lstm_seed44_15s,5,0.24193548387096775,0.36,0.28938906752411575,125.0
ablation_fma_full60_crop15__lstm_seed44_15s,6,0.1678832116788321,0.4423076923076923,0.24338624338624337,52.0
ablation_fma_full60_crop15__lstm_seed44_15s,7,0.49044585987261147,0.6416666666666667,0.555956678700361,120.0
ablation_fma_full60_crop15__lstm_seed44_15s,8,0.013888888888888888,0.013513513513513514,0.0136986301369863,74.0
ablation_fma_full60_crop15__lstm_seed44_15s,9,0.0,0.0,0.0,2.0
ablation_fma_full60_crop15__lstm_seed44_15s,10,0.18181818181818182,0.3076923076923077,0.22857142857142856,39.0
ablation_fma_full60_crop15__lstm_seed44_15s,11,0.9056603773584906,0.9411764705882353,0.9230769230769231,51.0
ablation_fma_full60_crop15__lstm_seed44_15s,12,0.02666666666666667,0.10526315789473684,0.0425531914893617,19.0
ablation_fma_full60_crop15__lstm_seed44_15s,13,0.8336980306345733,0.6245901639344262,0.7141518275538894,610.0
ablation_fma_full60_crop15__lstm_seed44_15s,14,0.08333333333333333,0.047619047619047616,0.06060606060606061,42.0
ablation_fma_full60_crop15__lstm_seed44_15s,15,0.25,0.16666666666666666,0.2,12.0
ablation_fma_full60_crop15__lstm_seed44_15s,macro avg,0.2756576327460075,0.31415853722541964,0.27997843590798027,1772.0
ablation_fma_full60_crop15__lstm_seed44_15s,weighted avg,0.6231970702445282,0.5197516930022573,0.5536200702189745,1772.0
ablation_fma_full60_crop15__mamba1_seed42_15s,0,0.0,0.0,0.0,8.0
ablation_fma_full60_crop15__mamba1_seed42_15s,1,0.4636363636363636,0.8225806451612904,0.5930232558139535,62.0
ablation_fma_full60_crop15__mamba1_seed42_15s,2,0.09090909090909091,0.4444444444444444,0.1509433962264151,18.0
ablation_fma_full60_crop15__mamba1_seed42_15s,3,0.0,0.0,0.0,6.0
ablation_fma_full60_crop15__mamba1_seed42_15s,4,0.8027397260273973,0.5507518796992481,0.653288740245262,532.0
ablation_fma_full60_crop15__mamba1_seed42_15s,5,0.3516483516483517,0.256,0.2962962962962963,125.0
ablation_fma_full60_crop15__mamba1_seed42_15s,6,0.21367521367521367,0.4807692307692308,0.2958579881656805,52.0
ablation_fma_full60_crop15__mamba1_seed42_15s,7,0.6379310344827587,0.6166666666666667,0.6271186440677966,120.0
ablation_fma_full60_crop15__mamba1_seed42_15s,8,0.08163265306122448,0.16216216216216217,0.1085972850678733,74.0
ablation_fma_full60_crop15__mamba1_seed42_15s,9,0.0,0.0,0.0,2.0
ablation_fma_full60_crop15__mamba1_seed42_15s,10,0.17647058823529413,0.07692307692307693,0.10714285714285714,39.0
ablation_fma_full60_crop15__mamba1_seed42_15s,11,0.684931506849315,0.9803921568627451,0.8064516129032258,51.0
ablation_fma_full60_crop15__mamba1_seed42_15s,12,0.047619047619047616,0.10526315789473684,0.06557377049180328,19.0
ablation_fma_full60_crop15__mamba1_seed42_15s,13,0.8473118279569892,0.6459016393442623,0.7330232558139534,610.0
ablation_fma_full60_crop15__mamba1_seed42_15s,14,0.07865168539325842,0.16666666666666666,0.10687022900763359,42.0
ablation_fma_full60_crop15__mamba1_seed42_15s,15,0.21875,0.5833333333333334,0.3181818181818182,12.0
ablation_fma_full60_crop15__mamba1_seed42_15s,macro avg,0.29349419309339403,0.36824094124549145,0.3038980718390355,1772.0
ablation_fma_full60_crop15__mamba1_seed42_15s,weighted avg,0.6549696701442121,0.5406320541760722,0.578301661634777,1772.0
ablation_fma_full60_crop15__mamba1_seed43_15s,0,0.0,0.0,0.0,8.0
ablation_fma_full60_crop15__mamba1_seed43_15s,1,0.5232558139534884,0.7258064516129032,0.6081081081081081,62.0
ablation_fma_full60_crop15__mamba1_seed43_15s,2,0.21739130434782608,0.2777777777777778,0.24390243902439024,18.0
ablation_fma_full60_crop15__mamba1_seed43_15s,3,0.0,0.0,0.0,6.0
ablation_fma_full60_crop15__mamba1_seed43_15s,4,0.774712643678161,0.6334586466165414,0.6970010341261634,532.0
ablation_fma_full60_crop15__mamba1_seed43_15s,5,0.2923076923076923,0.304,0.2980392156862745,125.0
ablation_fma_full60_crop15__mamba1_seed43_15s,6,0.17777777777777778,0.46153846153846156,0.25668449197860965,52.0
ablation_fma_full60_crop15__mamba1_seed43_15s,7,0.4692737430167598,0.7,0.5618729096989966,120.0
ablation_fma_full60_crop15__mamba1_seed43_15s,8,0.038461538461538464,0.04054054054054054,0.039473684210526314,74.0
ablation_fma_full60_crop15__mamba1_seed43_15s,9,0.0,0.0,0.0,2.0
ablation_fma_full60_crop15__mamba1_seed43_15s,10,0.1794871794871795,0.1794871794871795,0.1794871794871795,39.0
ablation_fma_full60_crop15__mamba1_seed43_15s,11,0.8135593220338984,0.9411764705882353,0.8727272727272727,51.0
ablation_fma_full60_crop15__mamba1_seed43_15s,12,0.0,0.0,0.0,19.0
ablation_fma_full60_crop15__mamba1_seed43_15s,13,0.8547717842323651,0.6754098360655738,0.7545787545787546,610.0
ablation_fma_full60_crop15__mamba1_seed43_15s,14,0.06818181818181818,0.07142857142857142,0.06976744186046512,42.0
ablation_fma_full60_crop15__mamba1_seed43_15s,15,0.16666666666666666,0.25,0.2,12.0
ablation_fma_full60_crop15__mamba1_seed43_15s,macro avg,0.2859904552590732,0.32878899597848654,0.2988526582179213,1772.0
ablation_fma_full60_crop15__mamba1_seed43_15s,weighted avg,0.6366872965803261,0.5694130925507901,0.5931027978891998,1772.0
ablation_fma_full60_crop15__mamba1_seed44_15s,0,0.0,0.0,0.0,8.0
ablation_fma_full60_crop15__mamba1_seed44_15s,1,0.368,0.7419354838709677,0.4919786096256685,62.0
ablation_fma_full60_crop15__mamba1_seed44_15s,2,0.11428571428571428,0.2222222222222222,0.1509433962264151,18.0
ablation_fma_full60_crop15__mamba1_seed44_15s,3,0.0,0.0,0.0,6.0
ablation_fma_full60_crop15__mamba1_seed44_15s,4,0.7766233766233767,0.5620300751879699,0.6521264994547438,532.0
ablation_fma_full60_crop15__mamba1_seed44_15s,5,0.27472527472527475,0.2,0.23148148148148148,125.0
ablation_fma_full60_crop15__mamba1_seed44_15s,6,0.17777777777777778,0.46153846153846156,0.25668449197860965,52.0
ablation_fma_full60_crop15__mamba1_seed44_15s,7,0.4433497536945813,0.75,0.5572755417956656,120.0
ablation_fma_full60_crop15__mamba1_seed44_15s,8,0.05970149253731343,0.10810810810810811,0.07692307692307693,74.0
ablation_fma_full60_crop15__mamba1_seed44_15s,9,0.0,0.0,0.0,2.0
ablation_fma_full60_crop15__mamba1_seed44_15s,10,0.28205128205128205,0.28205128205128205,0.28205128205128205,39.0
ablation_fma_full60_crop15__mamba1_seed44_15s,11,0.684931506849315,0.9803921568627451,0.8064516129032258,51.0
ablation_fma_full60_crop15__mamba1_seed44_15s,12,0.03125,0.05263157894736842,0.0392156862745098,19.0
ablation_fma_full60_crop15__mamba1_seed44_15s,13,0.8694638694638694,0.6114754098360655,0.7179980750721848,610.0
ablation_fma_full60_crop15__mamba1_seed44_15s,14,0.07692307692307693,0.047619047619047616,0.058823529411764705,42.0
ablation_fma_full60_crop15__mamba1_seed44_15s,15,0.19444444444444445,0.5833333333333334,0.2916666666666667,12.0
ablation_fma_full60_crop15__mamba1_seed44_15s,macro avg,0.2720954730860016,0.3502085724735982,0.2883512468665809,1772.0
ablation_fma_full60_crop15__mamba1_seed44_15s,weighted avg,0.633015848579781,0.5304740406320542,0.5597193275627868,1772.0
specaugment_ablation__cnn2d_seed42_no_specaugment,0,0.0,0.0,0.0,8.0
specaugment_ablation__cnn2d_seed42_no_specaugment,1,0.391304347826087,0.2903225806451613,0.3333333333333333,62.0
specaugment_ablation__cnn2d_seed42_no_specaugment,2,0.11290322580645161,0.7777777777777778,0.19718309859154928,18.0
specaugment_ablation__cnn2d_seed42_no_specaugment,3,0.0,0.0,0.0,6.0
specaugment_ablation__cnn2d_seed42_no_specaugment,4,0.8454545454545455,0.34962406015037595,0.4946808510638298,532.0
specaugment_ablation__cnn2d_seed42_no_specaugment,5,0.21052631578947367,0.128,0.15920398009950248,125.0
specaugment_ablation__cnn2d_seed42_no_specaugment,6,0.36585365853658536,0.28846153846153844,0.3225806451612903,52.0
specaugment_ablation__cnn2d_seed42_no_specaugment,7,0.4148936170212766,0.65,0.5064935064935064,120.0
specaugment_ablation__cnn2d_seed42_no_specaugment,8,0.06934306569343066,0.25675675675675674,0.10919540229885058,74.0
specaugment_ablation__cnn2d_seed42_no_specaugment,9,0.0,0.0,0.0,2.0
specaugment_ablation__cnn2d_seed42_no_specaugment,10,0.20689655172413793,0.15384615384615385,0.17647058823529413,39.0
specaugment_ablation__cnn2d_seed42_no_specaugment,11,0.75,0.9411764705882353,0.8347826086956521,51.0
specaugment_ablation__cnn2d_seed42_no_specaugment,12,0.0,0.0,0.0,19.0
specaugment_ablation__cnn2d_seed42_no_specaugment,13,0.7003105590062112,0.739344262295082,0.7192982456140351,610.0
specaugment_ablation__cnn2d_seed42_no_specaugment,14,0.05,0.023809523809523808,0.03225806451612903,42.0
specaugment_ablation__cnn2d_seed42_no_specaugment,15,0.25,0.8333333333333334,0.38461538461538464,12.0
specaugment_ablation__cnn2d_seed42_no_specaugment,macro avg,0.2729678679286375,0.33952827860399615,0.2668809817948974,1772.0
specaugment_ablation__cnn2d_seed42_no_specaugment,weighted avg,0.5953398154311713,0.48645598194130923,0.5006314706273763,1772.0
specaugment_ablation__lstm_seed42_no_specaugment,0,0.0,0.0,0.0,8.0
specaugment_ablation__lstm_seed42_no_specaugment,1,0.6666666666666666,0.7741935483870968,0.7164179104477612,62.0
specaugment_ablation__lstm_seed42_no_specaugment,2,0.0,0.0,0.0,18.0
specaugment_ablation__lstm_seed42_no_specaugment,3,0.0,0.0,0.0,6.0
specaugment_ablation__lstm_seed42_no_specaugment,4,0.7566909975669099,0.5845864661654135,0.6595970307529162,532.0
specaugment_ablation__lstm_seed42_no_specaugment,5,0.2033898305084746,0.192,0.19753086419753085,125.0
specaugment_ablation__lstm_seed42_no_specaugment,6,0.32558139534883723,0.2692307692307692,0.29473684210526313,52.0
specaugment_ablation__lstm_seed42_no_specaugment,7,0.6727272727272727,0.6166666666666667,0.6434782608695652,120.0
specaugment_ablation__lstm_seed42_no_specaugment,8,0.08264462809917356,0.13513513513513514,0.10256410256410256,74.0
specaugment_ablation__lstm_seed42_no_specaugment,9,0.0,0.0,0.0,2.0
specaugment_ablation__lstm_seed42_no_specaugment,10,0.25396825396825395,0.41025641025641024,0.3137254901960784,39.0
