name,cnn2d,bilstm,transformer,mamba1,mamba2
cnn2d,1.0,0.3090883539618056,0.3970482412926168,0.38448261721335775,0.3968109783053843
bilstm,0.3090883539618056,1.0,0.9251188855780447,0.9350960988479632,0.8525252019938355
transformer,0.3970482412926168,0.9251188855780447,1.0,0.927212666489361,0.8701609869732394
mamba1,0.38448261721335775,0.9350960988479632,0.927212666489361,1.0,0.9353370560487655
mamba2,0.3968109783053843,0.8525252019938355,0.8701609869732394,0.9353370560487655,1.0
