name,cnn2d,bilstm,transformer,mamba1,mamba2
cnn2d,1.0,0.28189373682606883,0.2731316827377634,0.2954330083943579,0.2796883736595629
bilstm,0.28189373682606883,1.0,0.9180765422523571,0.9425121894281308,0.8612616662702537
transformer,0.2731316827377634,0.9180765422523571,1.0,0.9222565628680767,0.8463278566955064
mamba1,0.2954330083943579,0.9425121894281308,0.9222565628680767,1.0,0.9288264216997444
mamba2,0.2796883736595629,0.8612616662702537,0.8463278566955064,0.9288264216997444,1.0
