name,cnn2d,bilstm,transformer,mamba1,mamba2
cnn2d,1.0,0.2779576445218758,0.32358147232390105,0.353189993297851,0.3651787368380675
bilstm,0.2779576445218758,1.0,0.9178389572071369,0.9386402493228961,0.8330976057625098
transformer,0.32358147232390105,0.9178389572071369,1.0,0.938155064577376,0.8472836073350094
mamba1,0.353189993297851,0.9386402493228961,0.938155064577376,1.0,0.9148561518927752
mamba2,0.3651787368380675,0.8330976057625098,0.8472836073350094,0.9148561518927752,1.0
