mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__gamma,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
196.67604899406433,0.0,10.050018548965454,0.0,0.1,scale,"{""svm__C"": 0.1, ""svm__gamma"": ""scale""}",0.38205675426452634,0.38205675426452634,0.0,10
192.80646562576294,0.0,11.567968606948853,0.0,0.1,auto,"{""svm__C"": 0.1, ""svm__gamma"": ""auto""}",0.38205675426452634,0.38205675426452634,0.0,10
197.41682028770447,0.0,10.389229774475098,0.0,0.1,0.001,"{""svm__C"": 0.1, ""svm__gamma"": 0.001}",0.3711337420422437,0.3711337420422437,0.0,12
291.07328748703003,0.0,8.029759407043457,0.0,0.1,0.01,"{""svm__C"": 0.1, ""svm__gamma"": 0.01}",0.07891410024482928,0.07891410024482928,0.0,16
102.96611857414246,0.0,8.967138051986694,0.0,1.0,scale,"{""svm__C"": 1, ""svm__gamma"": ""scale""}",0.4237976449221996,0.4237976449221996,0.0,2
104.17185306549072,0.0,9.173246622085571,0.0,1.0,auto,"{""svm__C"": 1, ""svm__gamma"": ""auto""}",0.4237976449221996,0.4237976449221996,0.0,2
108.00873446464539,0.0,9.196528673171997,0.0,1.0,0.001,"{""svm__C"": 1, ""svm__gamma"": 0.001}",0.42146611841893133,0.42146611841893133,0.0,4
260.00644063949585,0.0,9.085923433303833,0.0,1.0,0.01,"{""svm__C"": 1, ""svm__gamma"": 0.01}",0.2194301334148399,0.2194301334148399,0.0,13
68.07704854011536,0.0,8.302607774734497,0.0,10.0,scale,"{""svm__C"": 10, ""svm__gamma"": ""scale""}",0.41662086030596723,0.41662086030596723,0.0,5
69.37177968025208,0.0,8.17237377166748,0.0,10.0,auto,"{""svm__C"": 10, ""svm__gamma"": ""auto""}",0.41662086030596723,0.41662086030596723,0.0,5
64.17828440666199,0.0,8.285666465759277,0.0,10.0,0.001,"{""svm__C"": 10, ""svm__gamma"": 0.001}",0.42933886457425285,0.42933886457425285,0.0,1
176.55445265769958,0.0,6.120812892913818,0.0,10.0,0.01,"{""svm__C"": 10, ""svm__gamma"": 0.01}",0.20689364605547472,0.20689364605547472,0.0,14
63.78752279281616,0.0,8.283149242401123,0.0,100.0,scale,"{""svm__C"": 100, ""svm__gamma"": ""scale""}",0.40017699833131043,0.40017699833131043,0.0,8
63.6044385433197,0.0,8.30988073348999,0.0,100.0,auto,"{""svm__C"": 100, ""svm__gamma"": ""auto""}",0.40017699833131043,0.40017699833131043,0.0,8
51.73399114608765,0.0,7.572455883026123,0.0,100.0,0.001,"{""svm__C"": 100, ""svm__gamma"": 0.001}",0.40033273176505185,0.40033273176505185,0.0,7
166.9861581325531,0.0,5.491679430007935,0.0,100.0,0.01,"{""svm__C"": 100, ""svm__gamma"": 0.01}",0.20689364605547472,0.20689364605547472,0.0,14
