epoch,max_epochs,model,seed,learning_rate,grad_scaler_scale,epoch_seconds,samples_per_sec,best_epoch,best_val_macro_f1,patience,patience_used,train_accuracy,train_balanced_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_precision,train_weighted_recall,train_weighted_f1,train_micro_precision,train_micro_recall,train_micro_f1,train_cohen_kappa,train_matthews_corrcoef,train_top_2_accuracy,train_top_3_accuracy,train_mean_confidence,train_median_confidence,train_mean_predicted_class_confidence,train_mean_true_class_probability,train_prediction_entropy,train_expected_calibration_error,train_multiclass_brier,train_roc_auc_ovr_macro,train_roc_auc_ovr_weighted,train_loss,val_accuracy,val_balanced_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_precision,val_weighted_recall,val_weighted_f1,val_micro_precision,val_micro_recall,val_micro_f1,val_cohen_kappa,val_matthews_corrcoef,val_top_2_accuracy,val_top_3_accuracy,val_mean_confidence,val_median_confidence,val_mean_predicted_class_confidence,val_mean_true_class_probability,val_prediction_entropy,val_expected_calibration_error,val_multiclass_brier,val_roc_auc_ovr_macro,val_roc_auc_ovr_weighted,val_loss,cuda_memory_allocated_mb,cuda_memory_reserved_mb,cuda_peak_memory_allocated_mb,cuda_peak_memory_reserved_mb
1,40,cnn2d,42,0.0003,32768.0,10.52047698944807,483.05794548072237,1,0.11708150123488444,6,0,0.1959739490822972,0.2097095736690757,0.1723550099939592,0.2097095736690757,0.13233345853416567,0.4623301299891855,0.1959739490822972,0.18761208026653764,0.1959739490822972,0.1959739490822972,0.1959739490822972,0.1395020569269131,0.16449737353146648,0.40230905861456484,0.5553582001184133,0.22676970875425548,0.17120361328125,0.22676970875425548,0.14120559850481573,2.404044295611068,0.04707158451746595,0.8549815304870397,,,2.1400085973485536,0.1426056338028169,0.15055774358805626,0.21778438017283644,0.15055774358805626,0.11708150123488444,0.5902648268866165,0.1426056338028169,0.16290493585032992,0.1426056338028169,0.1426056338028169,0.1426056338028169,0.09935239172974464,0.12144118367793715,0.4495305164319249,0.5944835680751174,0.2772735810615647,0.2301025390625,0.2772735810615647,0.14158724486268182,2.208536876666294,0.13620220775335604,0.8797293142762699,,,2.3444084007415413,78.91796875,2004.0,5259.84716796875,34024.0
2,40,cnn2d,42,0.00029953760005996916,32768.0,5.207611680030823,975.8792153200487,1,0.11708150123488444,6,1,0.27175843694493784,0.2587214303097321,0.2088101020121348,0.2587214303097321,0.17241645830347577,0.5286739721255806,0.27175843694493784,0.28704453764062304,0.27175843694493784,0.27175843694493784,0.27175843694493784,0.20455015369346774,0.2301767771455033,0.5011841326228538,0.6403197158081705,0.2873731560083167,0.22607421875,0.2873731560083167,0.1777871393677467,2.194214892957368,0.07359446767803618,0.822869237192191,,,1.9401205342644556,0.12323943661971831,0.2247650075777396,0.17907507781233112,0.2247650075777396,0.10816068622668948,0.6042730782608198,0.12323943661971831,0.13111548933182643,0.12323943661971831,0.12323943661971831,0.12323943661971831,0.08877918597126222,0.10898640107502572,0.24647887323943662,0.40199530516431925,0.34303434130171656,0.3076171875,0.34303434130171656,0.1276660919749121,1.9813665711696997,0.21979490468199822,0.9609623852001155,,,2.5820773229912413,78.91796875,3604.0,1602.95849609375,34144.0
3,40,cnn2d,42,0.00029815325108927063,32768.0,4.500596813857555,1129.1835750210453,3,0.13993045917320113,6,0,0.33777383066903494,0.3132581936934832,0.2319901234750512,0.3132581936934832,0.21590653250002037,0.5629671796304162,0.33777383066903494,0.3753633847408932,0.33777383066903494,0.33777383066903494,0.33777383066903494,0.2589683277655668,0.27940883596911437,0.529603315571344,0.6681468324452339,0.3007252197988362,0.237548828125,0.3007252197988362,0.2010427132169476,2.1313378797788793,0.07959745055899387,0.7906772732534506,,,1.7709512579292852,0.2975352112676056,0.19586756904294012,0.25060909376108687,0.19586756904294012,0.13993045917320113,0.27117017852316516,0.2975352112676056,0.2372992233092723,0.2975352112676056,0.2975352112676056,0.2975352112676056,0.15791437982054213,0.19340490062058793,0.4354460093896714,0.5950704225352113,0.34576587945642606,0.3260498046875,0.34576587945642606,0.1983481673567508,1.9627671847238397,0.07086124330619131,0.8129297735164781,,,2.252967593255737,78.91796875,3604.0,1602.95849609375,3604.0
4,40,cnn2d,42,0.0002958554880596515,32768.0,4.582892440259457,1108.9066711136443,4,0.23683790439982289,6,0,0.3783303730017762,0.33947492080942265,0.2616694050603144,0.33947492080942265,0.23362237586072845,0.6075243361785636,0.3783303730017762,0.41569605844794527,0.3783303730017762,0.3783303730017762,0.3783303730017762,0.29844118810267495,0.3201380823116254,0.5734162226169331,0.6829484902309059,0.33047832265416854,0.2705078125,0.33047832265416854,0.22898984082426949,2.0358652948943115,0.0638603901566663,0.756260617629137,,,1.6650981955305226,0.3761737089201878,0.2720756566335697,0.28456089160544884,0.2720756566335697,0.23683790439982289,0.5865240488640555,0.3761737089201878,0.4336174358621337,0.3761737089201878,0.3761737089201878,0.3761737089201878,0.2682485209251969,0.29083750481718457,0.5704225352112676,0.7676056338028169,0.3005085976470804,0.2666015625,0.3005085976470804,0.2057708205191742,2.0434226095088714,0.1273661868672975,0.7754668723696233,,,2.0429871664360655,78.91796875,3604.0,1602.95849609375,3604.0
5,40,cnn2d,42,0.00029265847744427303,32768.0,4.419219683855772,1149.9767749871062,4,0.23683790439982289,6,1,0.4218472468916519,0.3499023427131953,0.2753822278501417,0.3499023427131953,0.2575747125858388,0.6242524972128246,0.4218472468916519,0.4651721637196384,0.4218472468916519,0.4218472468916519,0.4218472468916519,0.337573302891771,0.3564464926601784,0.5988750740082889,0.7036708111308466,0.3492417366565368,0.2841796875,0.3492417366565368,0.24782578602142064,1.9757604479725952,0.08069583041347508,0.7331843105642853,,,1.6215602945759142,0.2494131455399061,0.24791958619885104,0.29310778607920485,0.24791958619885104,0.17260514302873103,0.5886640707078074,0.2494131455399061,0.25043082400018163,0.2494131455399061,0.2494131455399061,0.2494131455399061,0.15981319724314036,0.17839395750366988,0.4096244131455399,0.5862676056338029,0.3407092743636297,0.2921142578125,0.3407092743636297,0.19536617887971547,1.9295426574284005,0.10694462592612972,0.829568291893775,,,2.0913911990716425,78.91796875,3604.0,1602.95849609375,3604.0
6,40,cnn2d,42,0.000288581929876693,32768.0,4.386947829276323,1158.4363885262646,4,0.23683790439982289,6,2,0.4351687388987567,0.3933822125062631,0.27979646738459546,0.3933822125062631,0.27447825063667824,0.6232247766124229,0.4351687388987567,0.47442362082771944,0.4351687388987567,0.4351687388987567,0.4351687388987567,0.3523521811558218,0.3686748672773041,0.618413262285376,0.7184724689165186,0.3815710543174586,0.3212890625,0.3815710543174586,0.27436483753299207,1.8749618800233199,0.060451184595174665,0.7074012958146549,,,1.5160587555985257,0.3397887323943662,0.2035787500647662,0.24257023230325553,0.2035787500647662,0.18699469074261538,0.6344030749589569,0.3397887323943662,0.42043197913365066,0.3397887323943662,0.3397887323943662,0.3397887323943662,0.24628568642653725,0.2678968170533715,0.5651408450704225,0.6566901408450704,0.44769573659404344,0.4013671875,0.44769573659404344,0.24642690418052002,1.6484588702038008,0.11406224210497358,0.8180817837318299,,,2.3933989537154003,78.91796875,3604.0,1602.95849609375,3604.0
7,40,cnn2d,42,0.0002836509786282552,16384.0,4.4008689895272255,1154.7719352913405,4,0.23683790439982289,6,3,0.46773238602723505,0.4148184948504058,0.2946552956080871,0.4148184948504058,0.2891655436798079,0.6464688924655507,0.46773238602723505,0.508079123773908,0.46773238602723505,0.46773238602723505,0.46773238602723505,0.3843269693163177,0.3998129164954496,0.6429840142095915,0.7344582593250444,0.39208234535158565,0.3323974609375,0.39208234535158565,0.28475437279351723,1.852364702720537,0.07991502128316498,0.6931634731439961,,,1.499834808250233,0.3785211267605634,0.23002641825687373,0.27163443344376564,0.23002641825687373,0.19709668729009217,0.6040131420575451,0.3785211267605634,0.34254279551176015,0.3785211267605634,0.3785211267605634,0.3785211267605634,0.2176508663763932,0.2549570422057757,0.6032863849765259,0.7417840375586855,0.5022172524895466,0.4537353515625,0.5022172524895466,0.3118613776466656,1.4729488404035402,0.12369612572898328,0.7388478929790605,,,2.283615876251543,78.91796875,3604.0,1602.95849609375,3604.0
8,40,cnn2d,42,0.00027789602465311383,16384.0,4.462913244962692,1138.7180796615469,4,0.23683790439982289,6,4,0.48105387803433985,0.46346113195205907,0.32008525153515605,0.46346113195205907,0.32543256085693906,0.6617635537398726,0.48105387803433985,0.5241178139377832,0.48105387803433985,0.48105387803433985,0.48105387803433985,0.39965716906565196,0.4149510408978321,0.65748963883955,0.7554766133806986,0.4133760261422717,0.351806640625,0.4133760261422717,0.30474005711015123,1.7832147361873154,0.07479692168882289,0.6732258813534402,,,1.3733775653805234,0.3268779342723005,0.25279200229284166,0.2739978610215291,0.25279200229284166,0.19306312436721135,0.647637085893766,0.3268779342723005,0.3957487373738288,0.3268779342723005,0.3268779342723005,0.3268779342723005,0.23787672594978426,0.2615934922750399,0.5146713615023474,0.7112676056338029,0.42464995048415494,0.3880615234375,0.42464995048415494,0.23933581346777125,1.6420268362436807,0.10517847482027584,0.8165789612221784,,,2.379863050062332,78.91796875,3604.0,1602.95849609375,3604.0
9,40,cnn2d,42,0.0002713525491562421,16384.0,4.540576323866844,1119.2411794263307,9,0.2755013970518678,6,0,0.48697454114860866,0.4435182421258525,0.317565681685033,0.4435182421258525,0.31804886660720366,0.6604177082000062,0.48697454114860866,0.5242697228783375,0.48697454114860866,0.48697454114860866,0.48697454114860866,0.40576132188519676,0.42131182282223745,0.650088809946714,0.7397868561278863,0.4244044717774016,0.358642578125,0.4244044717774016,0.3133013374781453,1.7494765681370323,0.06882694982931839,0.6666078283656522,,,1.3715161547073604,0.4688967136150235,0.2916637492022033,0.31380111734851057,0.2916637492022033,0.2755013970518678,0.6700303176627653,0.4688967136150235,0.5288806586502404,0.4688967136150235,0.4688967136150235,0.4688967136150235,0.36219421205268143,0.3838922488516617,0.67018779342723,0.7922535211267606,0.45809306113372944,0.4224853515625,0.45809306113372944,0.3208593057354851,1.6112877306399465,0.06152945505061618,0.6772169226779996,,,1.9726359295733098,78.91796875,3604.0,1602.95849609375,3604.0
10,40,cnn2d,42,0.00026406089484000466,16384.0,4.652302395552397,1092.3623547898335,9,0.2755013970518678,6,1,0.4988158673771462,0.4780256305429545,0.33732134685130966,0.4780256305429545,0.3457702095436944,0.6633198892293983,0.4988158673771462,0.5372344400391986,0.4988158673771462,0.4988158673771462,0.4988158673771462,0.4169524156348132,0.4315519937238782,0.6705150976909414,0.7631734754292481,0.45049362227788264,0.394775390625,0.45049362227788264,0.3324661344519164,1.6729960223044047,0.054643521441588974,0.6504698698319031,,,1.3081959261563914,0.38791079812206575,0.2979334996007825,0.3083961193364348,0.2979334996007825,0.2690716132270051,0.6247495653305625,0.38791079812206575,0.44605672282378483,0.38791079812206575,0.38791079812206575,0.38791079812206575,0.2927465686346685,0.33373637453993205,0.613849765258216,0.7934272300469484,0.512704482100939,0.4871826171875,0.512704482100939,0.2828946172001776,1.4570573109397995,0.168833271438527,0.8090794156240635,,,2.131802669153527,78.91796875,3604.0,1602.95849609375,3604.0
