epoch,max_epochs,model,seed,learning_rate,grad_scaler_scale,epoch_seconds,samples_per_sec,best_epoch,best_val_macro_f1,patience,patience_used,train_accuracy,train_balanced_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_precision,train_weighted_recall,train_weighted_f1,train_micro_precision,train_micro_recall,train_micro_f1,train_cohen_kappa,train_matthews_corrcoef,train_top_2_accuracy,train_top_3_accuracy,train_mean_confidence,train_median_confidence,train_mean_predicted_class_confidence,train_mean_true_class_probability,train_prediction_entropy,train_expected_calibration_error,train_multiclass_brier,train_roc_auc_ovr_macro,train_roc_auc_ovr_weighted,train_loss,train_grad_norm_mean,train_grad_norm_max,train_grad_norm_last,val_accuracy,val_balanced_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_precision,val_weighted_recall,val_weighted_f1,val_micro_precision,val_micro_recall,val_micro_f1,val_cohen_kappa,val_matthews_corrcoef,val_top_2_accuracy,val_top_3_accuracy,val_mean_confidence,val_median_confidence,val_mean_predicted_class_confidence,val_mean_true_class_probability,val_prediction_entropy,val_expected_calibration_error,val_multiclass_brier,val_roc_auc_ovr_macro,val_roc_auc_ovr_weighted,val_loss,cuda_memory_allocated_mb,cuda_memory_reserved_mb,cuda_peak_memory_allocated_mb,cuda_peak_memory_reserved_mb
1,50,lstm,42,5e-06,16384.0,51.960264249006286,292.83915738151774,1,0.1780817444360318,10,0,0.2217288336293665,0.15630064599628385,0.12972804041158997,0.15630064599628385,0.10983955184842703,0.4103200559562806,0.2217288336293665,0.26066145232933574,0.2217288336293665,0.2217288336293665,0.2217288336293665,0.11482615227062742,0.12308570989203675,0.3814387211367673,0.4830521018354056,0.12825070477717723,0.1201171875,0.12825070477717723,0.09192907040891314,2.6465581506609515,0.09347812885218926,0.8947374113576042,,,2.5938944202545056,,,14.211814880371094,0.4671361502347418,0.21965763234643604,0.17327097193124058,0.21965763234643604,0.1780817444360318,0.5033724887867859,0.4671361502347418,0.46951971249182584,0.4671361502347418,0.4671361502347418,0.4671361502347418,0.32540302978114855,0.3289800915941005,0.613849765258216,0.7030516431924883,0.1580514325782167,0.14434814453125,0.1580514325782167,0.12730359359526297,2.5764795898097734,0.30989794663979964,0.8354835770344113,,,2.3637337348830534,60.50146484375,1224.0,1007.10107421875,1224.0
2,50,lstm,42,0.000104,16384.0,49.82634368300205,305.38062549411677,2,0.1988493671871174,10,0,0.36397276494967434,0.27427518965997616,0.20812570976443173,0.27427518965997616,0.2039360978725973,0.563759669347749,0.36397276494967434,0.40991480394701335,0.36397276494967434,0.36397276494967434,0.36397276494967434,0.26178516579771194,0.27529599867429744,0.5672735346358793,0.6671847246891652,0.32116886226999614,0.27587890625,0.32116886226999614,0.2125728792026242,2.0870750668528504,0.043623125291985844,0.7705834449064546,,,2.21833610873451,11.371891075837697,32.69022750854492,13.478164672851562,0.397887323943662,0.28355356332911585,0.22300208222398554,0.28355356332911585,0.1988493671871174,0.608925281791121,0.397887323943662,0.3907572590797786,0.397887323943662,0.397887323943662,0.397887323943662,0.2938667562777578,0.32252103786621195,0.6044600938967136,0.6924882629107981,0.4110409015780883,0.3638916015625,0.4110409015780883,0.27713994185129803,1.8514595708146884,0.07244822900619866,0.7111891666994758,,,2.028542049613917,60.50146484375,1224.0,1007.10107421875,1224.0
3,50,lstm,42,0.00020299999999999997,16384.0,52.45300314103952,290.08825212707256,3,0.2498883082380834,10,0,0.40297513321492007,0.3316063133552033,0.2393277543268608,0.3316063133552033,0.24283669956474466,0.6020554195532759,0.40297513321492007,0.4485726670732719,0.40297513321492007,0.40297513321492007,0.40297513321492007,0.3047313169507029,0.3193338705213779,0.585109532267614,0.6867229129662522,0.38960354196877084,0.33740234375,0.38960354196877084,0.2565449209803304,1.8622083998055796,0.018342496376195692,0.7394290875363373,,,2.0616488540010245,10.892870931197002,29.200166702270508,11.891182899475098,0.49178403755868544,0.34377723749291933,0.242229825970791,0.34377723749291933,0.2498883082380834,0.6196092668640601,0.49178403755868544,0.5217821233972395,0.49178403755868544,0.49178403755868544,0.49178403755868544,0.3832403803715443,0.3947781572957535,0.647887323943662,0.7235915492957746,0.38704090387048856,0.3472900390625,0.38704090387048856,0.26870286744525174,1.932087064373142,0.10503627436821451,0.702807200513298,,,2.008107201594142,60.50146484375,1224.0,1007.10107421875,1224.0
4,50,lstm,42,0.00030199999999999997,4096.0,48.9598805589485,310.78507190555104,4,0.2972690506125168,10,0,0.41873889875666076,0.37966568186882893,0.2649452180118917,0.37966568186882893,0.27457888873055103,0.628143738796277,0.41873889875666076,0.4671078427661805,0.41873889875666076,0.41873889875666076,0.41873889875666076,0.3250045867053316,0.34043268586747455,0.5996151568975725,0.7018206039076377,0.4319733551368691,0.384033203125,0.4319733551368691,0.2817817925701062,1.7442584190316894,0.01691340553188832,0.7256727590743863,,,1.9290530047803465,,,20.92658805847168,0.5134976525821596,0.37004374344811625,0.2917726366060111,0.37004374344811625,0.2972690506125168,0.6654862720624264,0.5134976525821596,0.5582953215688152,0.5134976525821596,0.5134976525821596,0.5134976525821596,0.4119517394600224,0.42479220634668846,0.6742957746478874,0.7634976525821596,0.43680103284092575,0.3851318359375,0.43680103284092575,0.32657934144629,1.7459791479180553,0.08067551017367226,0.6406693750146453,,,1.8931397222017459,60.50146484375,1224.0,1007.10107421875,1224.0
5,50,lstm,42,0.00040099999999999994,4096.0,50.0612649009563,303.9475736401006,4,0.2972690506125168,10,1,0.44664002368265243,0.4127609415199657,0.2832441811477941,0.4127609415199657,0.29862183698777234,0.6470711181196991,0.44664002368265243,0.4939238315450468,0.44664002368265243,0.44664002368265243,0.44664002368265243,0.35373074888212885,0.36898544074131884,0.6312907045589106,0.7312759029011249,0.4643839445955447,0.4189453125,0.4643839445955447,0.30915716712629393,1.648297144625074,0.02200644421393946,0.7026063108561157,,,1.7917715974500577,10.021727775569222,32.547420501708984,23.433643341064453,0.306924882629108,0.29784623333077276,0.2541431495709746,0.29784623333077276,0.2107380476050743,0.6938649098921683,0.306924882629108,0.34650791721769136,0.306924882629108,0.306924882629108,0.306924882629108,0.23893905042479213,0.26493851393252066,0.5088028169014085,0.6203051643192489,0.4397624557566755,0.39794921875,0.4397624557566755,0.22591093647787827,1.7185887884935835,0.13607759430934563,0.8416081018161868,,,2.171167054646452,60.50146484375,1224.0,1007.10107421875,1224.0
6,50,lstm,42,0.0005,4096.0,50.24152353696991,302.857057843865,4,0.2972690506125168,10,2,0.4598875074008289,0.4408957116531068,0.2943527045904777,0.4408957116531068,0.31558361972642934,0.6499435711698085,0.4598875074008289,0.5049933840833255,0.4598875074008289,0.4598875074008289,0.4598875074008289,0.3670579686018426,0.38206871528925634,0.6487566607460036,0.7436352871521611,0.48245745173850096,0.4395751953125,0.48245745173850096,0.32542461755008933,1.5862625291349859,0.02318419868103351,0.6872636805491277,,,1.683119024236644,9.788560250126723,36.73918533325195,9.274727821350098,0.47769953051643194,0.36241083835266574,0.26654045304401286,0.36241083835266574,0.26820371321206804,0.6592900064880131,0.47769953051643194,0.5122319658489788,0.47769953051643194,0.47769953051643194,0.47769953051643194,0.3783792757021699,0.39413629831215,0.6572769953051644,0.7529342723004695,0.5409176248899648,0.479736328125,0.5409176248899648,0.37610280457796624,1.4407116974439476,0.0671868122799296,0.6522784399124221,,,1.9135523178208043,60.50146484375,1224.0,1007.10107421875,1224.0
7,50,lstm,42,0.0004993910125649561,4096.0,45.64787962601986,333.334212337142,4,0.2972690506125168,10,3,0.49304322084073415,0.5016222387937774,0.32100458827504164,0.5016222387937774,0.3516459658721243,0.6715805437626367,0.49304322084073415,0.5348757084681379,0.49304322084073415,0.49304322084073415,0.49304322084073415,0.4022828616222365,0.4171972395456837,0.6819123741859088,0.7798253404381291,0.5172295398158813,0.4765625,0.5172295398158813,0.35859004668384137,1.4716826033114572,0.026895427082755146,0.656849466780642,,,1.5171814795215148,9.422916704317638,41.78111267089844,18.25436019897461,0.5029342723004695,0.323336671775059,0.30865802111298035,0.323336671775059,0.28712870104493743,0.6811453911825883,0.5029342723004695,0.5545537431045521,0.5029342723004695,0.5029342723004695,0.5029342723004695,0.404184736054492,0.4173594287072237,0.6778169014084507,0.7758215962441315,0.5085315972986356,0.46044921875,0.5085315972986356,0.3602357368933763,1.486650706876707,0.021784536155736493,0.6467828597284487,,,1.910198883271553,60.50146484375,1224.0,1007.10107421875,1224.0
8,50,lstm,42,0.0004975670171853926,2048.0,45.892617190023884,331.5565973715626,4,0.2972690506125168,10,4,0.5051805802249852,0.5550215426009983,0.352685733104916,0.5550215426009983,0.39099733634376405,0.6820811803212278,0.5051805802249852,0.5450215975271671,0.5051805802249852,0.5051805802249852,0.5051805802249852,0.4168517602393599,0.4322779854232505,0.6970840734162226,0.7926287744227354,0.5496065310291315,0.509765625,0.5496065310291315,0.3863765595755399,1.3605672288736226,0.044425950804146325,0.6381769313190635,,,1.3567411428799356,,,31.53921890258789,0.47300469483568075,0.3643545534445359,0.30061822519945924,0.3643545534445359,0.29241849385171,0.6793530018583002,0.47300469483568075,0.5393888380021502,0.47300469483568075,0.47300469483568075,0.47300469483568075,0.3760651942293681,0.39221609165382537,0.6443661971830986,0.7382629107981221,0.5564747125330106,0.537841796875,0.5564747125330106,0.351229184285296,1.383827094691548,0.09112634793133803,0.7078853836583445,,,2.121193634512279,60.50146484375,1224.0,1007.10107421875,1224.0
9,50,lstm,42,0.0004945369001834515,2048.0,45.97463188000256,330.9651296331196,9,0.34034700310966237,10,0,0.5288632326820604,0.6346246513562314,0.3760242801035274,0.6346246513562314,0.424688076278714,0.7008757510363577,0.5288632326820604,0.5680613452630623,0.5288632326820604,0.5288632326820604,0.5288632326820604,0.44337994551804405,0.45883639233696455,0.7201006512729425,0.8146832445233866,0.5835158967491859,0.5537109375,0.5835158967491859,0.4160626596154159,1.2565288045936978,0.05465266406712552,0.6172602044886355,,,1.1860107040532317,9.10384005547697,52.4698486328125,10.929483413696289,0.5768779342723005,0.3581770126696513,0.3418759571381307,0.3581770126696513,0.34034700310966237,0.6597697079220938,0.5768779342723005,0.6117410779926066,0.5768779342723005,0.5768779342723005,0.5768779342723005,0.46582654049701466,0.46953649042454015,0.7124413145539906,0.8075117370892019,0.6197055583828491,0.588623046875,0.6197055583828491,0.46846233668601567,1.1471866329695848,0.06048254451841258,0.5553489127498634,,,2.0413752757887327,60.50146484375,1224.0,1007.10107421875,1224.0
10,50,lstm,42,0.0004903154239845798,2048.0,46.16844985203352,329.5757178065575,9,0.34034700310966237,10,1,0.5643132030787448,0.6602620779548588,0.40001221007568855,0.6602620779548588,0.45876510245117214,0.7087330815338044,0.5643132030787448,0.597064132053001,0.5643132030787448,0.5643132030787448,0.5643132030787448,0.4793814721439551,0.4930301055572975,0.7559946714031972,0.8439905269390172,0.6147188465576895,0.5927734375,0.6147188465576895,0.45555240941019437,1.1555655730309988,0.0513426903227224,0.5734396877790451,,,1.0481998816600138,8.595098589329009,41.08342742919922,2.7984535694122314,0.5375586854460094,0.35627766770668645,0.3609244803065558,0.35627766770668645,0.3383929657183308,0.6639302598023034,0.5375586854460094,0.5806560319579489,0.5375586854460094,0.5375586854460094,0.5375586854460094,0.43323566133733815,0.441905482746427,0.7059859154929577,0.8110328638497653,0.6322210607394366,0.61181640625,0.6322210607394366,0.4441077682263974,1.1106767941366675,0.11973005841035797,0.6202417708172683,,,2.2212245937244433,60.50146484375,1224.0,1007.10107421875,1224.0
