epoch,max_epochs,model,seed,learning_rate,grad_scaler_scale,epoch_seconds,samples_per_sec,best_epoch,best_val_macro_f1,patience,patience_used,train_accuracy,train_balanced_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_precision,train_weighted_recall,train_weighted_f1,train_micro_precision,train_micro_recall,train_micro_f1,train_cohen_kappa,train_matthews_corrcoef,train_top_2_accuracy,train_top_3_accuracy,train_mean_confidence,train_median_confidence,train_mean_predicted_class_confidence,train_mean_true_class_probability,train_prediction_entropy,train_expected_calibration_error,train_multiclass_brier,train_roc_auc_ovr_macro,train_roc_auc_ovr_weighted,train_loss,val_accuracy,val_balanced_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_precision,val_weighted_recall,val_weighted_f1,val_micro_precision,val_micro_recall,val_micro_f1,val_cohen_kappa,val_matthews_corrcoef,val_top_2_accuracy,val_top_3_accuracy,val_mean_confidence,val_median_confidence,val_mean_predicted_class_confidence,val_mean_true_class_probability,val_prediction_entropy,val_expected_calibration_error,val_multiclass_brier,val_roc_auc_ovr_macro,val_roc_auc_ovr_weighted,val_loss,cuda_memory_allocated_mb,cuda_memory_reserved_mb,cuda_peak_memory_allocated_mb,cuda_peak_memory_reserved_mb
1,40,cnn2d,42,0.0003,16384.0,16.228087197989225,937.6336110570918,1,0.23078535882229007,6,0,0.375,0.26948855423155005,0.195089897906614,0.26948855423155005,0.19875416375734958,0.5190930610322535,0.375,0.4048709465889078,0.375,0.375,0.375,0.26213492588793874,0.2738923242421593,0.5693457667258733,0.6803582001184133,0.25519848152192265,0.215087890625,0.25519848152192265,0.17560404744671956,2.2841946174376115,0.13041549239940656,0.7990958475316026,,,2.2100104992738343,0.4524647887323944,0.3194552741209699,0.23089631385544268,0.3194552741209699,0.23078535882229007,0.5958583929214868,0.4524647887323944,0.47709658956743334,0.4524647887323944,0.4524647887323944,0.4524647887323944,0.34706154862153826,0.36254905076177985,0.6725352112676056,0.778755868544601,0.3402453856848775,0.3114013671875,0.3402453856848775,0.25067126764937747,2.011254925079,0.12298279524968825,0.7152920482857659,,,1.871702707429447,78.91796875,3644.0,1602.95849609375,34024.0
2,40,cnn2d,42,0.00029953760005996916,16384.0,15.186395764350891,1001.9493918180773,2,0.2770244549028685,6,0,0.45507696862048547,0.34436671591427664,0.25632637206075704,0.34436671591427664,0.2664056913603849,0.6131609928184012,0.45507696862048547,0.49872495485596896,0.45507696862048547,0.45507696862048547,0.45507696862048547,0.35161411523039987,0.36341158563091747,0.6320307874481942,0.7322380106571936,0.33088362463978777,0.28955078125,0.33088362463978777,0.24001492750916417,2.054644789903084,0.12510254737397775,0.7240154358518122,,,1.951914051921499,0.4706572769953052,0.3356557855781832,0.31255197059123296,0.3356557855781832,0.2770244549028685,0.689736527651389,0.4706572769953052,0.510169297938805,0.4706572769953052,0.4706572769953052,0.4706572769953052,0.37033261995981936,0.389063131539565,0.6396713615023474,0.7623239436619719,0.4162510616678587,0.3485107421875,0.4162510616678587,0.3145990194009503,1.8055645359398338,0.07269527095024575,0.6523229337555225,,,1.7887556530500242,78.91796875,4964.0,1602.95849609375,4964.0
3,40,cnn2d,42,0.00029815325108927063,16384.0,14.881680723279715,1022.4651558474375,2,0.2770244549028685,6,1,0.4978537596210776,0.3883446762846315,0.2899652586006271,0.3883446762846315,0.30178352838364814,0.6569323671256564,0.4978537596210776,0.5443202615867079,0.4978537596210776,0.4978537596210776,0.4978537596210776,0.39929069863288535,0.41118923854822653,0.6630402605091771,0.7531823564239195,0.3891411753643752,0.343994140625,0.3891411753643752,0.28793305384470486,1.8895503572470322,0.10892839358359697,0.674881963444498,,,1.8068729852910153,0.18368544600938966,0.24147750637043752,0.24096477161917762,0.24147750637043752,0.1611833733072333,0.700419634404444,0.18368544600938966,0.20765196420754137,0.18368544600938966,0.18368544600938966,0.18368544600938966,0.14284040453426694,0.16836725949955503,0.33392018779342725,0.4107981220657277,0.4093434508417694,0.35791015625,0.4093434508417694,0.16119337788490062,1.8428766966089691,0.22565800483237972,0.9501724681849465,,,2.4531620589780134,78.91796875,4964.0,1602.95849609375,4964.0
4,40,cnn2d,42,0.0002958554880596515,16384.0,14.650834154337645,1038.5756769688794,2,0.2770244549028685,6,2,0.5035523978685613,0.40232995975533703,0.30194341203350467,0.40232995975533703,0.3124016476145501,0.6808028506741717,0.5035523978685613,0.5558501782962809,0.5035523978685613,0.5035523978685613,0.5035523978685613,0.40983045138529517,0.4231864542385218,0.6635583185316756,0.7521462403789224,0.3976371182429854,0.351806640625,0.3976371182429854,0.29483837328185125,1.8667906306109305,0.10591527962557588,0.6678983630216278,,,1.774809326061206,0.4119718309859155,0.2606188631912223,0.3319158600782628,0.2606188631912223,0.2305066178372,0.6921262134586249,0.4119718309859155,0.42543562507008675,0.4119718309859155,0.4119718309859155,0.4119718309859155,0.2958782222266211,0.32475687650618795,0.5422535211267606,0.7012910798122066,0.4913195399611209,0.4581298828125,0.4913195399611209,0.30332778897923485,1.469968072921843,0.08966838138204225,0.7447946602057508,,,2.060012678864976,78.91796875,4964.0,1602.95849609375,4964.0
5,40,cnn2d,42,0.00029265847744427303,16384.0,14.976175799965858,1016.0137142644044,5,0.2905416887275487,6,0,0.5181320307874482,0.41540269255133083,0.3074193226745133,0.41540269255133083,0.32093120358195404,0.6849595740694568,0.5181320307874482,0.5678124379599134,0.5181320307874482,0.5181320307874482,0.5181320307874482,0.42471895124041636,0.4372860699707148,0.6792480757844879,0.7662078152753108,0.42810013422675214,0.38232421875,0.42810013422675214,0.32133457355770295,1.777378512220418,0.0901227446263044,0.6433542216483654,,,1.6957938989426977,0.4454225352112676,0.37031351306081894,0.3140926938452411,0.37031351306081894,0.2905416887275487,0.7276650881687994,0.4454225352112676,0.5049140062575632,0.4454225352112676,0.4454225352112676,0.4454225352112676,0.36156293934475237,0.3853983500949473,0.6085680751173709,0.7341549295774648,0.44228388110236944,0.39453125,0.44228388110236944,0.30443974881664687,1.6824862768415196,0.038483167478176344,0.698187707855917,,,1.697598419838668,78.91796875,4964.0,1602.95849609375,4964.0
6,40,cnn2d,42,0.000288581929876693,16384.0,14.79063918069005,1028.7587854800272,5,0.2905416887275487,6,1,0.5410005920663115,0.44597997678359147,0.32829067659932243,0.44597997678359147,0.3454698599852843,0.7009665328765388,0.5410005920663115,0.5905223038291549,0.5410005920663115,0.5410005920663115,0.5410005920663115,0.44934430177038587,0.4612733715380003,0.6921255180580225,0.7751628182356424,0.4483439669657064,0.4013671875,0.4483439669657064,0.34096948505153735,1.706031071964445,0.09288159512146611,0.6241509482121613,,,1.6570415722681546,0.36326291079812206,0.3683724915956306,0.28161913125939153,0.3683724915956306,0.24822605705534456,0.7156470836481138,0.36326291079812206,0.4236939739409135,0.36326291079812206,0.36326291079812206,0.36326291079812206,0.28615664985830014,0.31197100489417234,0.4982394366197183,0.5950704225352113,0.45304820459213613,0.3992919921875,0.45304820459213613,0.2483072769893727,1.6805282559339365,0.09645044747652583,0.8171281666870652,,,2.111901577929376,78.91796875,4964.0,1602.95849609375,4964.0
7,40,cnn2d,42,0.0002836509786282552,16384.0,14.69626746699214,1035.3649342715885,7,0.33896885430563917,6,0,0.5427027827116637,0.46643329380769266,0.3317361878983828,0.46643329380769266,0.3522512767442104,0.7068282973446345,0.5427027827116637,0.5917291182442141,0.5427027827116637,0.5427027827116637,0.5427027827116637,0.45267851151029004,0.46526185941056863,0.7008584961515689,0.7854499703966844,0.45876515073985163,0.4140625,0.45876515073985163,0.3484447552183452,1.6677861565282257,0.0839376319718121,0.6191631597903912,,,1.5681995595962497,0.5997652582159625,0.40556668415010266,0.32683742205542904,0.40556668415010266,0.33896885430563917,0.7279364233689967,0.5997652582159625,0.6440612761541062,0.5997652582159625,0.5997652582159625,0.5997652582159625,0.5097766017086749,0.5181686119682353,0.732981220657277,0.8186619718309859,0.5166945838032754,0.4866943359375,0.5166945838032754,0.4103096639256522,1.4830808575204508,0.08704512331967064,0.5555737152858075,,,1.5912267618895697,78.91796875,4964.0,1602.95849609375,4964.0
8,40,cnn2d,42,0.00027789602465311383,16384.0,14.872246261686087,1023.1137739562242,7,0.33896885430563917,6,1,0.5529899348727058,0.48168666736836396,0.3375390804994389,0.48168666736836396,0.3614166939519313,0.7090635324169616,0.5529899348727058,0.599954978081035,0.5529899348727058,0.5529899348727058,0.5529899348727058,0.46322643921120554,0.4750168730711543,0.7091474245115453,0.7903345174659562,0.46802888896212624,0.420654296875,0.46802888896212624,0.3590177917944531,1.6333673013188226,0.08534093464952447,0.6086742891497304,,,1.5396421868254828,0.4154929577464789,0.36478778398275774,0.2838512045366802,0.36478778398275774,0.24482870530910605,0.668640272796556,0.4154929577464789,0.45344447326140297,0.4154929577464789,0.4154929577464789,0.4154929577464789,0.3144879008316538,0.33295020047468155,0.5463615023474179,0.6285211267605634,0.5040718759169601,0.4677734375,0.5040718759169601,0.31293188227874014,1.5165947416329828,0.08857891817048122,0.7396831232634636,,,2.1229590888314402,78.91796875,4964.0,1602.95849609375,4964.0
9,40,cnn2d,42,0.0002713525491562421,16384.0,14.774610012769699,1029.874899361053,7,0.33896885430563917,6,2,0.5560982830076968,0.48146958190885647,0.34252323653569894,0.48146958190885647,0.36311820717284393,0.7172734377208205,0.5560982830076968,0.6053389114004639,0.5560982830076968,0.5560982830076968,0.5560982830076968,0.4675998740265187,0.4799885312006332,0.7063351095322676,0.7858940201302546,0.47612231691043144,0.431396484375,0.47612231691043144,0.3643652919995284,1.6136231555425558,0.08134316805200933,0.6049295770972007,,,1.507505893919015,0.4694835680751174,0.42566194927088924,0.33955696197915314,0.42566194927088924,0.3148017598846413,0.7365698454552816,0.4694835680751174,0.538764536917191,0.4694835680751174,0.4694835680751174,0.4694835680751174,0.38548394431913646,0.40914010802484635,0.6678403755868545,0.7435446009389671,0.565123222243618,0.540283203125,0.565123222243618,0.36636486404658486,1.3668772223550827,0.10137695885600058,0.6925870032849016,,,1.7879963436037163,78.91796875,4964.0,1602.95849609375,4964.0
10,40,cnn2d,42,0.00026406089484000466,16384.0,14.596375860273838,1042.4505470164383,7,0.33896885430563917,6,3,0.5565423327412671,0.5021021134616548,0.34520964661236436,0.5021021134616548,0.3717704210493059,0.7125443345887004,0.5565423327412671,0.6031390326832444,0.5565423327412671,0.5565423327412671,0.5565423327412671,0.46738736417453863,0.4792535008397029,0.7183984606275903,0.7964031971580817,0.4910259393632165,0.445556640625,0.4910259393632165,0.37424661474971815,1.5695348899075665,0.06812561920509316,0.600374484313423,,,1.466994800392589,0.5651408450704225,0.4004380266849815,0.3467342202618443,0.4004380266849815,0.33879881358033964,0.7374179515564437,0.5651408450704225,0.616639561416257,0.5651408450704225,0.5651408450704225,0.5651408450704225,0.47344593940890145,0.4872797224128208,0.7053990610328639,0.8104460093896714,0.575296249747836,0.545166015625,0.575296249747836,0.4445452498788005,1.2882578507105358,0.03455657242609304,0.556109414499031,,,1.5825561326994022,78.91796875,4964.0,1602.95849609375,4964.0
