mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__gamma,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
191.83149766921997,0.0,10.247231006622314,0.0,0.1,scale,"{""svm__C"": 0.1, ""svm__gamma"": ""scale""}",0.38205675426452634,0.38205675426452634,0.0,10
193.3618357181549,0.0,10.201051950454712,0.0,0.1,auto,"{""svm__C"": 0.1, ""svm__gamma"": ""auto""}",0.38205675426452634,0.38205675426452634,0.0,10
195.44379806518555,0.0,10.128132581710815,0.0,0.1,0.001,"{""svm__C"": 0.1, ""svm__gamma"": 0.001}",0.3711337420422437,0.3711337420422437,0.0,12
288.95238614082336,0.0,6.900499105453491,0.0,0.1,0.01,"{""svm__C"": 0.1, ""svm__gamma"": 0.01}",0.07891410024482928,0.07891410024482928,0.0,16
102.01944518089294,0.0,9.30239748954773,0.0,1.0,scale,"{""svm__C"": 1, ""svm__gamma"": ""scale""}",0.4237976449221996,0.4237976449221996,0.0,2
103.68712592124939,0.0,9.437102317810059,0.0,1.0,auto,"{""svm__C"": 1, ""svm__gamma"": ""auto""}",0.4237976449221996,0.4237976449221996,0.0,2
107.51071166992188,0.0,10.776289701461792,0.0,1.0,0.001,"{""svm__C"": 1, ""svm__gamma"": 0.001}",0.42146611841893133,0.42146611841893133,0.0,4
257.52039337158203,0.0,7.923810005187988,0.0,1.0,0.01,"{""svm__C"": 1, ""svm__gamma"": 0.01}",0.2194301334148399,0.2194301334148399,0.0,13
68.37654137611389,0.0,9.207105159759521,0.0,10.0,scale,"{""svm__C"": 10, ""svm__gamma"": ""scale""}",0.41662086030596723,0.41662086030596723,0.0,5
68.69849562644958,0.0,9.181561946868896,0.0,10.0,auto,"{""svm__C"": 10, ""svm__gamma"": ""auto""}",0.41662086030596723,0.41662086030596723,0.0,5
62.69912934303284,0.0,9.033605337142944,0.0,10.0,0.001,"{""svm__C"": 10, ""svm__gamma"": 0.001}",0.42933886457425285,0.42933886457425285,0.0,1
172.22800278663635,0.0,6.056403160095215,0.0,10.0,0.01,"{""svm__C"": 10, ""svm__gamma"": 0.01}",0.20689364605547472,0.20689364605547472,0.0,14
62.700960636138916,0.0,7.281693935394287,0.0,100.0,scale,"{""svm__C"": 100, ""svm__gamma"": ""scale""}",0.40017699833131043,0.40017699833131043,0.0,8
62.50227689743042,0.0,7.053586006164551,0.0,100.0,auto,"{""svm__C"": 100, ""svm__gamma"": ""auto""}",0.40017699833131043,0.40017699833131043,0.0,8
51.18365001678467,0.0,6.5615246295928955,0.0,100.0,0.001,"{""svm__C"": 100, ""svm__gamma"": 0.001}",0.40033273176505185,0.40033273176505185,0.0,7
165.5511884689331,0.0,5.574796676635742,0.0,100.0,0.01,"{""svm__C"": 100, ""svm__gamma"": 0.01}",0.20689364605547472,0.20689364605547472,0.0,14
